NRPD,POIT,MTPD,DSMT,13MT,14MT,CPIT,UMIT,PNIT,PBIT,VOIT,VLIT,MOIT,PLIT,CEIT,FEIT,STIP,ENIT,POEN,FEEN,HREN,CPEN,CTEN,STIT,BQEN,DSBQ,BQFA,DSBF,MTEN,DSEN,13EN,14EN,CPCP,SHID,HSID,CCEN,FECE,HRCE,CPCE,PNCC,PBCC,VOCC,PLCC,ENPG,PGFE,PGHR,PGUS,CDEN,ENRE,REFE,REHR,REUS,ENFA,ENFE,FATY,FAFE,FAHR,FAUS,CTFA,PNFA,PBFA,VOFA,VLFA,PLFA
2401203,40,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,CS,15,15.79,,7589.69,ARS,0.02,6245,02/11/2016,,83097397,40,02/10/2016,,,6245,C,,,,,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,,,1,,,,15,15.79,,0.02,4915274283,02/10/2016,,,1,,,,,907656124,,,02/10/2016,,,1,15,15.79,,,0.02
2401203,50,110A96721,NOISETTE 10X1KG,,,2,CS,20,21.26,,7589.69,ARS,0.03,6245,02/11/2016,,83097397,50,02/10/2016,,,6245,C,,,,,110A96721,NOISETTE 10X1KG,,,2,,,2,,,,20,21.26,,0.03,4915274283,02/10/2016,,,2,,,,,907656124,,,02/10/2016,,,2,20,21.26,,,0.03
2401203,60,110A27631,NOISETTE 18X500G,,,1,CS,9,9.6,,7589.69,ARS,0.01,6245,02/11/2016,,83097397,60,02/10/2016,,,6245,C,,,,,110A27631,NOISETTE 18X500G,,,1,,,1,,,,9,9.6,,0.01,4915274283,02/10/2016,,,1,,,,,907656124,,,02/10/2016,,,1,9,9.6,,,0.01
2401203,70,110A47331,SMILES 12X600G,,,1,CS,7.2,7.82,,7589.69,ARS,0.01,6245,02/11/2016,,83097397,70,02/10/2016,,,6245,C,,,,,110A47331,SMILES 12X600G,,,1,,,1,,,,7.2,7.82,,0.01,4915274283,02/10/2016,,,1,,,,,907656124,,,02/10/2016,,,1,7.2,7.82,,,0.01
2401203,80,110B29751,BATATA 12X720G,,,1,CS,8.64,9.76,,7589.69,ARS,0.01,6245,02/11/2016,,83097397,80,02/10/2016,,,6245,C,,,,,110B29751,BATATA 12X720G,,,1,,,1,,,,8.64,9.76,,0.01,4915274283,02/10/2016,,,1,,,,,907656124,,,02/10/2016,,,1,8.64,9.76,,,0.01
2401204,10,110A77451,CORTE TRADICIONAL 12X1KG,,,3,CS,36,37.95,,4472.63,ARS,0.05,6207,02/11/2016,,83097398,10,02/10/2016,,,6207,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,3,,,3,,,,36,37.95,,0.05,4915276310,02/10/2016,,,3,,,,,907656339,,,02/10/2016,,,3,36,37.95,,,0.05
2401204,20,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,2,CS,30,31.58,,4472.63,ARS,0.04,6207,02/11/2016,,83097398,20,02/10/2016,,,6207,C,,,,,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,2,,,2,,,,30,31.58,,0.04,4915276310,02/10/2016,,,2,,,,,907656339,,,02/10/2016,,,2,30,31.58,,,0.04
2401204,30,111352811,NOISETTE JAMON Y QUESO 10X1KG,,,1,CS,10,10.61,,4472.63,ARS,0.01,6207,02/11/2016,,83097398,30,02/10/2016,,,6207,C,,,,,111352811,NOISETTE JAMON Y QUESO 10X1KG,,,1,,,1,,,,10,10.61,,0.01,4915276310,02/10/2016,,,1,,,,,907656339,,,02/10/2016,,,1,10,10.61,,,0.01
2401204,40,111353011,NOISETTE FINAS HIERBAS 10X1KG,,,1,CS,10,10.61,,4472.63,ARS,0.01,6207,02/11/2016,,83097398,40,02/10/2016,,,6207,C,,,,,111353011,NOISETTE FINAS HIERBAS 10X1KG,,,1,,,1,,,,10,10.61,,0.01,4915276310,02/10/2016,,,1,,,,,907656339,,,02/10/2016,,,1,10,10.61,,,0.01
2401204,50,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,2,CS,24,25.36,,4472.63,ARS,0.03,6207,02/11/2016,,83097398,50,02/10/2016,,,6207,C,,,,,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,2,,,2,,,,24,25.36,,0.03,4915276310,02/10/2016,,,2,,,,,907656339,,,02/10/2016,,,2,24,25.36,,,0.03
2401206,10,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,CS,12,12.68,,1314.52,ARS,0.02,6207,02/11/2016,,83097399,10,02/10/2016,,,6207,C,,,,,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,,,1,,,,12,12.68,,0.02,4915273276,02/10/2016,,,1,,,,,907656316,,,02/10/2016,,,1,12,12.68,,,0.02
2401206,20,1000002582,MINI TORTILLA DE  ESPINACA 32 X 0.210 KG,,,1,CS,6.72,7.17,,1314.52,ARS,0.01,6207,02/11/2016,,83097399,20,02/10/2016,,,6207,C,,,,,1000002582,MINI TORTILLA DE  ESPINACA 32 X 0.210 KG,,,1,,,1,,,,6.72,7.17,,0.01,4915273276,02/10/2016,,,1,,,,,907656316,,,02/10/2016,,,1,6.72,7.17,,,0.01
2401207,10,110A77451,CORTE TRADICIONAL 12X1KG,,,1,CS,12,12.65,,3015.66,ARS,0.02,6207,02/11/2016,,83097400,10,02/10/2016,,,6207,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,1,,,1,,,,12,12.65,,0.02,4915276312,02/10/2016,,,1,,,,,907656341,,,02/10/2016,,,1,12,12.65,,,0.02
2401207,20,110A23121,HORNEABLES 12X720G,,,1,CS,8.64,9.27,,3015.66,ARS,0.02,6207,02/11/2016,,83097400,20,02/10/2016,,,6207,C,,,,,110A23121,HORNEABLES 12X720G,,,1,,,1,,,,8.64,9.27,,0.02,4915276312,02/10/2016,,,1,,,,,907656341,,,02/10/2016,,,1,8.64,9.27,,,0.02
2401207,30,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,CS,15,15.79,,3015.66,ARS,0.02,6207,02/11/2016,,83097400,30,02/10/2016,,,6207,C,,,,,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,,,1,,,,15,15.79,,0.02,4915276312,02/10/2016,,,1,,,,,907656341,,,02/10/2016,,,1,15,15.79,,,0.02
2401207,40,110A47331,SMILES 12X600G,,,1,CS,7.2,7.82,,3015.66,ARS,0.01,6207,02/11/2016,,83097400,40,02/10/2016,,,6207,C,,,,,110A47331,SMILES 12X600G,,,1,,,1,,,,7.2,7.82,,0.01,4915276312,02/10/2016,,,1,,,,,907656341,,,02/10/2016,,,1,7.2,7.82,,,0.01
2401207,50,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,CS,12,12.68,,3015.66,ARS,0.02,6207,02/11/2016,,83097400,50,02/10/2016,,,6207,C,,,,,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,,,1,,,,12,12.68,,0.02,4915276312,02/10/2016,,,1,,,,,907656341,,,02/10/2016,,,1,12,12.68,,,0.02
2401207,60,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,1,CS,5.4,5.87,,3015.66,ARS,0.01,6207,02/11/2016,,83097400,60,02/10/2016,,,6207,C,,,,,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,1,,,1,,,,5.4,5.87,,0.01,4915276312,02/10/2016,,,1,,,,,907656341,,,02/10/2016,,,1,5.4,5.87,,,0.01
2401208,10,110A77451,CORTE TRADICIONAL 12X1KG,,,2,CS,24,25.3,,1753.39,ARS,0.03,6207,02/11/2016,,83097401,10,02/10/2016,,,6207,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,2,,,2,,,,24,25.3,,0.03,4915273277,02/10/2016,,,2,,,,,907656336,,,02/10/2016,,,2,24,25.3,,,0.03
2401208,20,110A23121,HORNEABLES 12X720G,,,1,CS,8.64,9.27,,1753.39,ARS,0.02,6207,02/11/2016,,83097401,20,02/10/2016,,,6207,C,,,,,110A23121,HORNEABLES 12X720G,,,1,,,1,,,,8.64,9.27,,0.02,4915273277,02/10/2016,,,1,,,,,907656336,,,02/10/2016,,,1,8.64,9.27,,,0.02
2401208,30,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,CS,12,12.68,,1753.39,ARS,0.02,6207,02/11/2016,,83097401,30,02/10/2016,,,6207,C,,,,,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,,,1,,,,12,12.68,,0.02,4915273277,02/10/2016,,,1,,,,,907656336,,,02/10/2016,,,1,12,12.68,,,0.02
2401210,10,1000002504,MOZZARELLA 10X680G NUEVA SIBARITA,,,3,CS,20.4,22.44,,3418.74,ARS,0.07,6207,02/11/2016,,83097402,10,02/10/2016,,,6207,C,,,,,1000002504,MOZZARELLA 10X680G NUEVA SIBARITA,,,3,,,3,,,,20.4,22.44,,0.07,4915273278,02/10/2016,,,3,,,,,907656317,,,02/10/2016,,,3,20.4,22.44,,,0.07
2401210,20,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,CS,4.44,5.34,,3418.74,ARS,0.02,6207,02/11/2016,,83097402,20,02/10/2016,,,6207,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,,,1,,,,4.44,5.34,,0.02,4915273278,02/10/2016,,,1,,,,,907656317,,,02/10/2016,,,1,4.44,5.34,,,0.02
2401210,30,121MZ1121,MOZZARELLA 10X470G,,,1,CS,4.7,5.845,,3418.74,ARS,0.01,6207,02/11/2016,,83097402,30,02/10/2016,,,6207,C,,,,,121MZ1121,MOZZARELLA 10X470G,,,1,,,1,,,,4.7,5.845,,0.01,4915273278,02/10/2016,,,1,,,,,907656317,,,02/10/2016,,,1,4.7,5.845,,,0.01
2401211,10,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,CS,15,15.79,,1358.82,ARS,0.02,6207,02/11/2016,,83097403,10,02/10/2016,,,6207,C,,,,,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,,,1,,,,15,15.79,,0.02,4915276313,02/10/2016,,,1,,,,,907656329,,,02/10/2016,,,1,15,15.79,,,0.02
2401211,20,1000002582,MINI TORTILLA DE  ESPINACA 32 X 0.210 KG,,,1,CS,6.72,7.17,,1358.82,ARS,0.01,6207,02/11/2016,,83097403,20,02/10/2016,,,6207,C,,,,,1000002582,MINI TORTILLA DE  ESPINACA 32 X 0.210 KG,,,1,,,1,,,,6.72,7.17,,0.01,4915276313,02/10/2016,,,1,,,,,907656329,,,02/10/2016,,,1,6.72,7.17,,,0.01
2401212,10,110A77451,CORTE TRADICIONAL 12X1KG,,,1,CS,12,12.65,,2324.28,ARS,0.02,6207,02/11/2016,,83097404,10,02/10/2016,,,6207,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,1,,,1,,,,12,12.65,,0.02,4915273279,02/10/2016,,,1,,,,,907656308,,,02/10/2016,,,1,12,12.65,,,0.02
2401212,20,110A31091,CORTE TRADICIONAL 12X720G,,,1,CS,8.64,9.26,,2324.28,ARS,0.01,6207,02/11/2016,,83097404,20,02/10/2016,,,6207,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,1,,,1,,,,8.64,9.26,,0.01,4915273279,02/10/2016,,,1,,,,,907656308,,,02/10/2016,,,1,8.64,9.26,,,0.01
2401212,30,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,1,CS,5.4,5.87,,2324.28,ARS,0.01,6207,02/11/2016,,83097404,30,02/10/2016,,,6207,C,,,,,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,1,,,1,,,,5.4,5.87,,0.01,4915273279,02/10/2016,,,1,,,,,907656308,,,02/10/2016,,,1,5.4,5.87,,,0.01
2401212,40,1000002583,MINI-TORTILLA DE  PAPA 32 X 0.210KG,,,1,CS,6.72,7.17,,2324.28,ARS,0.01,6207,02/11/2016,,83097404,40,02/10/2016,,,6207,C,,,,,1000002583,MINI-TORTILLA DE  PAPA 32 X 0.210KG,,,1,,,1,,,,6.72,7.17,,0.01,4915273279,02/10/2016,,,1,,,,,907656308,,,02/10/2016,,,1,6.72,7.17,,,0.01
2401213,10,110A77451,CORTE TRADICIONAL 12X1KG,,,1,CS,12,12.65,,2469.66,ARS,0.02,6207,02/11/2016,,83097405,10,02/10/2016,,,6207,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,1,,,1,,,,12,12.65,,0.02,4915273280,02/10/2016,,,1,,,,,907656292,,,02/10/2016,,,1,12,12.65,,,0.02
2401213,20,110A31091,CORTE TRADICIONAL 12X720G,,,1,CS,8.64,9.26,,2469.66,ARS,0.01,6207,02/11/2016,,83097405,20,02/10/2016,,,6207,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,1,,,1,,,,8.64,9.26,,0.01,4915273280,02/10/2016,,,1,,,,,907656292,,,02/10/2016,,,1,8.64,9.26,,,0.01
2401213,30,110A23121,HORNEABLES 12X720G,,,1,CS,8.64,9.27,,2469.66,ARS,0.02,6207,02/11/2016,,83097405,30,02/10/2016,,,6207,C,,,,,110A23121,HORNEABLES 12X720G,,,1,,,1,,,,8.64,9.27,,0.02,4915273280,02/10/2016,,,1,,,,,907656292,,,02/10/2016,,,1,8.64,9.27,,,0.02
2401213,40,110A96721,NOISETTE 10X1KG,,,1,CS,10,10.63,,2469.66,ARS,0.01,6207,02/11/2016,,83097405,40,02/10/2016,,,6207,C,,,,,110A96721,NOISETTE 10X1KG,,,1,,,1,,,,10,10.63,,0.01,4915273280,02/10/2016,,,1,,,,,907656292,,,02/10/2016,,,1,10,10.63,,,0.01
2401213,50,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,1,CS,5.4,5.87,,2469.66,ARS,0.01,6207,02/11/2016,,83097405,50,02/10/2016,,,6207,C,,,,,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,1,,,1,,,,5.4,5.87,,0.01,4915273280,02/10/2016,,,1,,,,,907656292,,,02/10/2016,,,1,5.4,5.87,,,0.01
2401214,10,121MZ14M1,MEDIA MASA MOZZARELLA 12X665G,,,1,CS,7.98,9.42,,3263.66,ARS,0.03,6207,02/11/2016,,83097406,10,02/10/2016,,,6207,C,,,,,121MZ14M1,MEDIA MASA MOZZARELLA 12X665G,,,1,,,1,,,,7.98,9.42,,0.03,4915273281,02/10/2016,,,1,,,,,907656328,,,02/10/2016,,,1,7.98,9.42,,,0.03
2401214,20,121JM1111,JAMON Y MORRONES 10X570G,,,1,CS,5.7,6.93,,3263.66,ARS,0.02,6207,02/11/2016,,83097406,20,02/10/2016,,,6207,C,,,,,121JM1111,JAMON Y MORRONES 10X570G,,,1,,,1,,,,5.7,6.93,,0.02,4915273281,02/10/2016,,,1,,,,,907656328,,,02/10/2016,,,1,5.7,6.93,,,0.02
2401214,30,121JA1111,MOZZARELLA Y JAMON 10X530G,,,1,CS,5.3,6.445,,3263.66,ARS,0.01,6207,02/11/2016,,83097406,30,02/10/2016,,,6207,C,,,,,121JA1111,MOZZARELLA Y JAMON 10X530G,,,1,,,1,,,,5.3,6.445,,0.01,4915273281,02/10/2016,,,1,,,,,907656328,,,02/10/2016,,,1,5.3,6.445,,,0.01
2401214,40,121CQ1121,CUATRO QUESOS 10X520GR,,,1,CS,5.2,6.345,,3263.66,ARS,0.01,6207,02/11/2016,,83097406,40,02/10/2016,,,6207,C,,,,,121CQ1121,CUATRO QUESOS 10X520GR,,,1,,,1,,,,5.2,6.345,,0.01,4915273281,02/10/2016,,,1,,,,,907656328,,,02/10/2016,,,1,5.2,6.345,,,0.01
2401215,10,110A47331,SMILES 12X600G,,,1,CS,7.2,7.82,,1908.77,ARS,0.01,6207,02/11/2016,,83097407,10,02/10/2016,,,6207,C,,,,,110A47331,SMILES 12X600G,,,1,,,1,,,,7.2,7.82,,0.01,4915273468,02/10/2016,,,1,,,,,907656305,,,02/10/2016,,,1,7.2,7.82,,,0.01
2401215,20,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,2,CS,10.8,11.74,,1908.77,ARS,0.02,6207,02/11/2016,,83097407,20,02/10/2016,,,6207,C,,,,,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,2,,,2,,,,10.8,11.74,,0.02,4915273468,02/10/2016,,,2,,,,,907656305,,,02/10/2016,,,2,10.8,11.74,,,0.02
2401216,10,110A77451,CORTE TRADICIONAL 12X1KG,,,1,CS,12,12.65,,1517.27,ARS,0.02,6207,02/11/2016,,83097408,10,02/10/2016,,,6207,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,1,,,1,,,,12,12.65,,0.02,4915273469,02/10/2016,,,1,,,,,907656340,,,02/10/2016,,,1,12,12.65,,,0.02
2401216,20,110A96721,NOISETTE 10X1KG,,,1,CS,10,10.63,,1517.27,ARS,0.01,6207,02/11/2016,,83097408,20,02/10/2016,,,6207,C,,,,,110A96721,NOISETTE 10X1KG,,,1,,,1,,,,10,10.63,,0.01,4915273469,02/10/2016,,,1,,,,,907656340,,,02/10/2016,,,1,10,10.63,,,0.01
2401216,30,110A27631,NOISETTE 18X500G,,,1,CS,9,9.6,,1517.27,ARS,0.01,6207,02/11/2016,,83097408,30,02/10/2016,,,6207,C,,,,,110A27631,NOISETTE 18X500G,,,1,,,1,,,,9,9.6,,0.01,4915273469,02/10/2016,,,1,,,,,907656340,,,02/10/2016,,,1,9,9.6,,,0.01
2401453,10,1000002582,MINI TORTILLA DE  ESPINACA 32 X 0.210 KG,,,1,CS,6.72,7.17,,2218.42,ARS,0.01,6207,,,83097641,10,02/10/2016,,,6207,C,,,,,1000002582,MINI TORTILLA DE  ESPINACA 32 X 0.210 KG,,,1,,,1,,,,6.72,7.17,,0.01,4915276314,02/10/2016,,,1,,,,,907656268,,,02/10/2016,,,1,6.72,7.17,,,0.01
2401453,20,110A77451,CORTE TRADICIONAL 12X1KG,,,1,CS,12,12.65,,2218.42,ARS,0.02,6207,,,83097641,20,02/10/2016,,,6207,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,1,,,1,,,,12,12.65,,0.02,4915276314,02/10/2016,,,1,,,,,907656268,,,02/10/2016,,,1,12,12.65,,,0.02
2401453,30,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,CS,15,15.79,,2218.42,ARS,0.02,6207,,,83097641,30,02/10/2016,,,6207,C,,,,,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,,,1,,,,15,15.79,,0.02,4915276314,02/10/2016,,,1,,,,,907656268,,,02/10/2016,,,1,15,15.79,,,0.02
2401453,40,110A47331,SMILES 12X600G,,,2,CS,14.4,15.64,,2218.42,ARS,0.02,6207,,,83097641,40,02/10/2016,,,6207,C,,,,,110A47331,SMILES 12X600G,,,2,,,2,,,,14.4,15.64,,0.02,4915276314,02/10/2016,,,2,,,,,907656268,,,02/10/2016,,,2,14.4,15.64,,,0.02
2401469,10,110A31091,CORTE TRADICIONAL 12X720G,,,1,CS,8.64,9.26,,686.62,ARS,0.01,6207,,,83097683,10,02/10/2016,,,6207,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,1,,,1,,,,8.64,9.26,,0.01,4915276315,02/10/2016,,,1,,,,,907656262,,,02/10/2016,,,1,8.64,9.26,,,0.01
2401469,20,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,CS,15,15.79,,686.62,ARS,0.02,6207,,,83097683,20,02/10/2016,,,6207,C,,,,,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,,,1,,,,15,15.79,,0.02,4915276315,02/10/2016,,,1,,,,,907656262,,,02/10/2016,,,1,15,15.79,,,0.02
2401473,10,121MZ1121,MOZZARELLA 10X470G,,,1,CS,4.7,5.845,,6319.7,ARS,0.01,6207,,,83097685,10,02/10/2016,,,6207,C,,,,,121MZ1121,MOZZARELLA 10X470G,,,1,,,1,,,,4.7,5.845,,0.01,4915276316,02/10/2016,,,1,,,,,907656278,,,02/10/2016,,,1,4.7,5.845,,,0.01
2401473,20,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4.7,5.6,,6319.7,ARS,0.01,6207,,,83097685,20,02/10/2016,,,6207,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,,,1,,,,4.7,5.6,,0.01,4915276316,02/10/2016,,,1,,,,,907656278,,,02/10/2016,,,1,4.7,5.6,,,0.01
2401473,30,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,CS,4.44,5.34,,6319.7,ARS,0.02,6207,,,83097685,30,02/10/2016,,,6207,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,,,1,,,,4.44,5.34,,0.02,4915276316,02/10/2016,,,1,,,,,907656278,,,02/10/2016,,,1,4.44,5.34,,,0.02
2401473,40,1000002504,MOZZARELLA 10X680G NUEVA SIBARITA,,,1,CS,6.8,7.48,,6319.7,ARS,0.02,6207,,,83097685,40,02/10/2016,,,6207,C,,,,,1000002504,MOZZARELLA 10X680G NUEVA SIBARITA,,,1,,,1,,,,6.8,7.48,,0.02,4915276316,02/10/2016,,,1,,,,,907656278,,,02/10/2016,,,1,6.8,7.48,,,0.02
2401473,50,1000002583,MINI-TORTILLA DE  PAPA 32 X 0.210KG,,,1,CS,6.72,7.17,,6319.7,ARS,0.01,6207,,,83097685,50,02/10/2016,,,6207,C,,,,,1000002583,MINI-TORTILLA DE  PAPA 32 X 0.210KG,,,1,,,1,,,,6.72,7.17,,0.01,4915276316,02/10/2016,,,1,,,,,907656278,,,02/10/2016,,,1,6.72,7.17,,,0.01
2401473,60,110A77451,CORTE TRADICIONAL 12X1KG,,,3,CS,36,37.95,,6319.7,ARS,0.05,6207,,,83097685,60,02/10/2016,,,6207,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,3,,,3,,,,36,37.95,,0.05,4915276316,02/10/2016,,,3,,,,,907656278,,,02/10/2016,,,3,36,37.95,,,0.05
2401473,70,110A96721,NOISETTE 10X1KG,,,1,CS,10,10.63,,6319.7,ARS,0.01,6207,,,83097685,70,02/10/2016,,,6207,C,,,,,110A96721,NOISETTE 10X1KG,,,1,,,1,,,,10,10.63,,0.01,4915276316,02/10/2016,,,1,,,,,907656278,,,02/10/2016,,,1,10,10.63,,,0.01
2401473,80,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,CS,15,15.79,,6319.7,ARS,0.02,6207,,,83097685,80,02/10/2016,,,6207,C,,,,,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,,,1,,,,15,15.79,,0.02,4915276316,02/10/2016,,,1,,,,,907656278,,,02/10/2016,,,1,15,15.79,,,0.02
2401473,90,110A47331,SMILES 12X600G,,,3,CS,21.6,23.46,,6319.7,ARS,0.03,6207,,,83097685,90,02/10/2016,,,6207,C,,,,,110A47331,SMILES 12X600G,,,3,,,3,,,,21.6,23.46,,0.03,4915276316,02/10/2016,,,3,,,,,907656278,,,02/10/2016,,,3,21.6,23.46,,,0.03
2401473,100,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,CS,12,12.68,,6319.7,ARS,0.02,6207,,,83097685,100,02/10/2016,,,6207,C,,,,,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,,,1,,,,12,12.68,,0.02,4915276316,02/10/2016,,,1,,,,,907656278,,,02/10/2016,,,1,12,12.68,,,0.02
2401507,10,110A96721,NOISETTE 10X1KG,,,1,CS,10,10.63,,1761.76,ARS,0.01,6207,,,83097759,10,02/10/2016,,,6207,C,,,,,110A96721,NOISETTE 10X1KG,,,1,,,1,,,,10,10.63,,0.01,4915273471,02/10/2016,,,1,,,,,907656270,,,02/10/2016,,,1,10,10.63,,,0.01
2401507,20,110A27631,NOISETTE 18X500G,,,1,CS,9,9.6,,1761.76,ARS,0.01,6207,,,83097759,20,02/10/2016,,,6207,C,,,,,110A27631,NOISETTE 18X500G,,,1,,,1,,,,9,9.6,,0.01,4915273471,02/10/2016,,,1,,,,,907656270,,,02/10/2016,,,1,9,9.6,,,0.01
2401507,30,110B29751,BATATA 12X720G,,,1,CS,8.64,9.76,,1761.76,ARS,0.01,6207,,,83097759,30,02/10/2016,,,6207,C,,,,,110B29751,BATATA 12X720G,,,1,,,1,,,,8.64,9.76,,0.01,4915273471,02/10/2016,,,1,,,,,907656270,,,02/10/2016,,,1,8.64,9.76,,,0.01
2401507,40,111352911,NOISETTE PANCETA Y CEBOLLA 10X1KG,,,1,CS,10,10.61,,1761.76,ARS,0.01,6207,,,83097759,40,02/10/2016,,,6207,C,,,,,111352911,NOISETTE PANCETA Y CEBOLLA 10X1KG,,,1,,,1,,,,10,10.61,,0.01,4915273471,02/10/2016,,,1,,,,,907656270,,,02/10/2016,,,1,10,10.61,,,0.01
2401510,10,110A96721,NOISETTE 10X1KG,,,1,CS,10,10.63,,1187.99,ARS,0.01,6207,,,83097760,10,02/10/2016,,,6207,C,,,,,110A96721,NOISETTE 10X1KG,,,1,,,1,,,,10,10.63,,0.01,4915273473,02/10/2016,,,1,,,,,907656264,,,02/10/2016,,,1,10,10.63,,,0.01
2401510,20,110A47331,SMILES 12X600G,,,1,CS,7.2,7.82,,1187.99,ARS,0.01,6207,,,83097760,20,02/10/2016,,,6207,C,,,,,110A47331,SMILES 12X600G,,,1,,,1,,,,7.2,7.82,,0.01,4915273473,02/10/2016,,,1,,,,,907656264,,,02/10/2016,,,1,7.2,7.82,,,0.01
2401510,30,110A23121,HORNEABLES 12X720G,,,1,CS,8.64,9.27,,1187.99,ARS,0.02,6207,,,83097760,30,02/10/2016,,,6207,C,,,,,110A23121,HORNEABLES 12X720G,,,1,,,1,,,,8.64,9.27,,0.02,4915273473,02/10/2016,,,1,,,,,907656264,,,02/10/2016,,,1,8.64,9.27,,,0.02
2401512,10,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4.7,5.6,,2274.14,ARS,0.01,6207,,,83097761,10,02/10/2016,,,6207,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,,,1,,,,4.7,5.6,,0.01,4915273474,02/10/2016,,,1,,,,,907656258,,,02/10/2016,,,1,4.7,5.6,,,0.01
2401512,20,1000002583,MINI-TORTILLA DE  PAPA 32 X 0.210KG,,,1,CS,6.72,7.17,,2274.14,ARS,0.01,6207,,,83097761,20,02/10/2016,,,6207,C,,,,,1000002583,MINI-TORTILLA DE  PAPA 32 X 0.210KG,,,1,,,1,,,,6.72,7.17,,0.01,4915273474,02/10/2016,,,1,,,,,907656258,,,02/10/2016,,,1,6.72,7.17,,,0.01
2401512,30,1000002582,MINI TORTILLA DE  ESPINACA 32 X 0.210 KG,,,1,CS,6.72,7.17,,2274.14,ARS,0.01,6207,,,83097761,30,02/10/2016,,,6207,C,,,,,1000002582,MINI TORTILLA DE  ESPINACA 32 X 0.210 KG,,,1,,,1,,,,6.72,7.17,,0.01,4915273474,02/10/2016,,,1,,,,,907656258,,,02/10/2016,,,1,6.72,7.17,,,0.01
2401512,40,110A47331,SMILES 12X600G,,,1,CS,7.2,7.82,,2274.14,ARS,0.01,6207,,,83097761,40,02/10/2016,,,6207,C,,,,,110A47331,SMILES 12X600G,,,1,,,1,,,,7.2,7.82,,0.01,4915273474,02/10/2016,,,1,,,,,907656258,,,02/10/2016,,,1,7.2,7.82,,,0.01
2401513,10,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,CS,4.44,5.34,,5659.21,ARS,0.02,6207,,,83097762,10,02/10/2016,,,6207,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,,,1,,,,4.44,5.34,,0.02,4915276360,02/10/2016,,,1,,,,,907656260,,,02/10/2016,,,1,4.44,5.34,,,0.02
