NRPD,POIT,MTPD,DSMT,13MT,14MT,CPIT,UMIT,PNIT,PBIT,VOIT,VLIT,MOIT,PLIT,CEIT,FEIT,STIP,ENIT,POEN,FEEN,HREN,CPEN,CTEN,STIT,BQEN,DSBQ,BQFA,DSBF,MTEN,DSEN,13EN,14EN,CPCP,SHID,HSID,CCEN,FECE,HRCE,CPCE,PNCC,PBCC,VOCC,PLCC,ENPG,PGFE,PGHR,PGUS,CDEN,ENRE,REFE,REHR,REUS,ENFA,ENFE,FATY,FAFE,FAHR,FAUS,CTFA,PNFA,PBFA,VOFA,VLFA,PLFA
2398328,60,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,5,CS,75,78.95,,27908.49,ARS,0.09,6207,02/09/2016,,83093614,60,02/09/2016,,,6207,C,,,,,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,5,,,5,,,,75,78.95,,0.09,4915274561,02/10/2016,,,5,,,,,907656194,,,02/10/2016,,,5,75,78.95,,,0.09
2398328,70,110A47331,SMILES 12X600G,,,5,CS,36,39.1,,27908.49,ARS,0.05,6207,02/09/2016,,83093614,70,02/09/2016,,,6207,C,,,,,110A47331,SMILES 12X600G,,,5,,,5,,,,36,39.1,,0.05,4915274561,02/10/2016,,,5,,,,,907656194,,,02/10/2016,,,5,36,39.1,,,0.05
2398328,80,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,2,CS,8.88,10.68,,27908.49,ARS,0.04,6207,02/09/2016,,83093614,80,02/09/2016,,,6207,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,2,,,2,,,,8.88,10.68,,0.04,4915274561,02/10/2016,,,2,,,,,907656194,,,02/10/2016,,,2,8.88,10.68,,,0.04
2398328,90,112352911,NOISETTE PANCETA Y CEBOLLA 18X500G,,,3,CS,27,28.8,,27908.49,ARS,0.04,6207,02/09/2016,,83093614,90,02/09/2016,,,6207,C,,,,,112352911,NOISETTE PANCETA Y CEBOLLA 18X500G,,,3,,,3,,,,27,28.8,,0.04,4915274561,02/10/2016,,,3,,,,,907656194,,,02/10/2016,,,3,27,28.8,,,0.04
2398328,100,111352911,NOISETTE PANCETA Y CEBOLLA 10X1KG,,,5,CS,50,53.05,,27908.49,ARS,0.07,6207,02/09/2016,,83093614,100,02/09/2016,,,6207,C,,,,,111352911,NOISETTE PANCETA Y CEBOLLA 10X1KG,,,5,,,5,,,,50,53.05,,0.07,4915274561,02/10/2016,,,5,,,,,907656194,,,02/10/2016,,,5,50,53.05,,,0.07
2398328,110,112353011,NOISETTE FINAS HIERBAS 18X500G,,,5,CS,45,48,,27908.49,ARS,0.06,6207,02/09/2016,,83093614,110,02/09/2016,,,6207,C,,,,,112353011,NOISETTE FINAS HIERBAS 18X500G,,,5,,,5,,,,45,48,,0.06,4915274561,02/10/2016,,,5,,,,,907656194,,,02/10/2016,,,5,45,48,,,0.06
2398328,120,111353011,NOISETTE FINAS HIERBAS 10X1KG,,,5,CS,50,53.05,,27908.49,ARS,0.07,6207,02/09/2016,,83093614,120,02/09/2016,,,6207,C,,,,,111353011,NOISETTE FINAS HIERBAS 10X1KG,,,5,,,5,,,,50,53.05,,0.07,4915274561,02/10/2016,,,5,,,,,907656194,,,02/10/2016,,,5,50,53.05,,,0.07
2398328,130,111352811,NOISETTE JAMON Y QUESO 10X1KG,,,5,CS,50,53.05,,27908.49,ARS,0.07,6207,02/09/2016,,83093614,130,02/09/2016,,,6207,C,,,,,111352811,NOISETTE JAMON Y QUESO 10X1KG,,,5,,,5,,,,50,53.05,,0.07,4915274561,02/10/2016,,,5,,,,,907656194,,,02/10/2016,,,5,50,53.05,,,0.07
2398329,10,110A96721,NOISETTE 10X1KG,,,5,CS,50,53.15,,7864.69,ARS,0.07,6207,02/09/2016,,83093617,10,02/09/2016,,,6207,C,,,,,110A96721,NOISETTE 10X1KG,,,5,,,5,,,,50,53.15,,0.07,4915273211,02/10/2016,,,5,,,,,907656197,,,02/10/2016,,,5,50,53.15,,,0.07
2398329,20,110A27631,NOISETTE 18X500G,,,5,CS,45,48,,7864.69,ARS,0.06,6207,02/09/2016,,83093617,20,02/09/2016,,,6207,C,,,,,110A27631,NOISETTE 18X500G,,,5,,,5,,,,45,48,,0.06,4915273211,02/10/2016,,,5,,,,,907656197,,,02/10/2016,,,5,45,48,,,0.06
2398329,30,110A31091,CORTE TRADICIONAL 12X720G,,,3,CS,25.92,27.78,,7864.69,ARS,0.03,6207,02/09/2016,,83093617,30,02/09/2016,,,6207,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,3,,,3,,,,25.92,27.78,,0.03,4915273211,02/10/2016,,,3,,,,,907656197,,,02/10/2016,,,3,25.92,27.78,,,0.03
2398329,40,110A47331,SMILES 12X600G,,,5,CS,36,39.1,,7864.69,ARS,0.05,6207,02/09/2016,,83093617,40,02/09/2016,,,6207,C,,,,,110A47331,SMILES 12X600G,,,5,,,5,,,,36,39.1,,0.05,4915273211,02/10/2016,,,5,,,,,907656197,,,02/10/2016,,,5,36,39.1,,,0.05
2398329,50,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,CS,12,12.68,,7864.69,ARS,0.02,6207,02/09/2016,,83093617,50,02/09/2016,,,6207,C,,,,,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,,,1,,,,12,12.68,,0.02,4915273211,02/10/2016,,,1,,,,,907656197,,,02/10/2016,,,1,12,12.68,,,0.02
2398331,10,110A96721,NOISETTE 10X1KG,,,2,CS,20,21.26,,19950.72,ARS,0.03,6203,02/08/2016,,83093619,10,02/09/2016,,,6203,C,,,,,110A96721,NOISETTE 10X1KG,,,2,,,2,,,,20,21.26,,0.03,4915276162,02/10/2016,,,2,,,,,907656346,,,02/10/2016,,,2,20,21.26,,,0.03
2398331,20,110A77451,CORTE TRADICIONAL 12X1KG,,,4,CS,48,50.6,,19950.72,ARS,0.06,6203,02/08/2016,,83093619,20,02/09/2016,,,6203,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,4,,,4,,,,48,50.6,,0.06,4915276162,02/10/2016,,,4,,,,,907656346,,,02/10/2016,,,4,48,50.6,,,0.06
2398331,30,121JM1111,JAMON Y MORRONES 10X570G,,,1,CS,5.7,6.93,,19950.72,ARS,0.02,6203,02/08/2016,,83093619,30,02/09/2016,,,6203,C,,,,,121JM1111,JAMON Y MORRONES 10X570G,,,1,,,1,,,,5.7,6.93,,0.02,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,5.7,6.93,,,0.02
2398331,40,110A27631,NOISETTE 18X500G,,,2,CS,18,19.2,,19950.72,ARS,0.03,6203,02/08/2016,,83093619,40,02/09/2016,,,6203,C,,,,,110A27631,NOISETTE 18X500G,,,2,,,2,,,,18,19.2,,0.03,4915276162,02/10/2016,,,2,,,,,907656346,,,02/10/2016,,,2,18,19.2,,,0.03
2398331,50,121FZ1111,FUGAZZETA 10X480G,,,1,CS,4.8,5.945,,19950.72,ARS,0.02,6203,02/08/2016,,83093619,50,02/09/2016,,,6203,C,,,,,121FZ1111,FUGAZZETA 10X480G,,,1,,,1,,,,4.8,5.945,,0.02,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,4.8,5.945,,,0.02
2398331,60,110A31091,CORTE TRADICIONAL 12X720G,,,5,CS,43.2,46.3,,19950.72,ARS,0.06,6203,02/08/2016,,83093619,60,02/09/2016,,,6203,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,5,,,5,,,,43.2,46.3,,0.06,4915276162,02/10/2016,,,5,,,,,907656346,,,02/10/2016,,,5,43.2,46.3,,,0.06
2398331,70,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,CS,15,15.79,,19950.72,ARS,0.02,6203,02/08/2016,,83093619,70,02/09/2016,,,6203,C,,,,,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,1,,,1,,,,15,15.79,,0.02,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,15,15.79,,,0.02
2398331,80,110A47331,SMILES 12X600G,,,1,CS,7.2,7.82,,19950.72,ARS,0.01,6203,02/08/2016,,83093619,80,02/09/2016,,,6203,C,,,,,110A47331,SMILES 12X600G,,,1,,,1,,,,7.2,7.82,,0.01,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,7.2,7.82,,,0.01
2398331,90,129MZ1101,FANATICA - MOZZARELLA 12X450G,,,1,CS,5.4,5.778,,19950.72,ARS,0.01,6203,02/08/2016,,83093619,90,02/09/2016,,,6203,C,,,,,129MZ1101,FANATICA - MOZZARELLA 12X450G,,,1,,,1,,,,5.4,5.778,,0.01,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,5.4,5.778,,,0.01
2398331,100,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,CS,4.44,5.34,,19950.72,ARS,0.02,6203,02/08/2016,,83093619,100,02/09/2016,,,6203,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,,,1,,,,4.44,5.34,,0.02,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,4.44,5.34,,,0.02
2398331,110,121MZ1121,MOZZARELLA 10X470G,,,1,CS,4.7,5.845,,19950.72,ARS,0.01,6203,02/08/2016,,83093619,110,02/09/2016,,,6203,C,,,,,121MZ1121,MOZZARELLA 10X470G,,,1,,,1,,,,4.7,5.845,,0.01,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,4.7,5.845,,,0.01
2398331,120,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4.7,5.6,,19950.72,ARS,0.01,6203,02/08/2016,,83093619,120,02/09/2016,,,6203,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,,,1,,,,4.7,5.6,,0.01,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,4.7,5.6,,,0.01
2398331,130,121JA1111,MOZZARELLA Y JAMON 10X530G,,,1,CS,5.3,6.445,,19950.72,ARS,0.01,6203,02/08/2016,,83093619,130,02/09/2016,,,6203,C,,,,,121JA1111,MOZZARELLA Y JAMON 10X530G,,,1,,,1,,,,5.3,6.445,,0.01,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,5.3,6.445,,,0.01
2398331,140,121PR1111,PROVOLONE 10X520G,,,1,CS,5.2,6.345,,19950.72,ARS,0.01,6203,02/08/2016,,83093619,140,02/09/2016,,,6203,C,,,,,121PR1111,PROVOLONE 10X520G,,,1,,,1,,,,5.2,6.345,,0.01,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,5.2,6.345,,,0.01
2398331,150,121MZ14M1,MEDIA MASA MOZZARELLA 12X665G,,,1,CS,7.98,9.42,,19950.72,ARS,0.03,6203,02/08/2016,,83093619,150,02/09/2016,,,6203,C,,,,,121MZ14M1,MEDIA MASA MOZZARELLA 12X665G,,,1,,,1,,,,7.98,9.42,,0.03,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,7.98,9.42,,,0.03
2398331,160,112352911,NOISETTE PANCETA Y CEBOLLA 18X500G,,,2,CS,18,19.2,,19950.72,ARS,0.03,6203,02/08/2016,,83093619,160,02/09/2016,,,6203,C,,,,,112352911,NOISETTE PANCETA Y CEBOLLA 18X500G,,,2,,,2,,,,18,19.2,,0.03,4915276162,02/10/2016,,,2,,,,,907656346,,,02/10/2016,,,2,18,19.2,,,0.03
2398331,170,111352911,NOISETTE PANCETA Y CEBOLLA 10X1KG,,,2,CS,20,21.22,,19950.72,ARS,0.03,6203,02/08/2016,,83093619,170,02/09/2016,,,6203,C,,,,,111352911,NOISETTE PANCETA Y CEBOLLA 10X1KG,,,2,,,2,,,,20,21.22,,0.03,4915276162,02/10/2016,,,2,,,,,907656346,,,02/10/2016,,,2,20,21.22,,,0.03
2398331,180,112353011,NOISETTE FINAS HIERBAS 18X500G,,,2,CS,18,19.2,,19950.72,ARS,0.03,6203,02/08/2016,,83093619,180,02/09/2016,,,6203,C,,,,,112353011,NOISETTE FINAS HIERBAS 18X500G,,,2,,,2,,,,18,19.2,,0.03,4915276162,02/10/2016,,,2,,,,,907656346,,,02/10/2016,,,2,18,19.2,,,0.03
2398331,190,111353011,NOISETTE FINAS HIERBAS 10X1KG,,,2,CS,20,21.22,,19950.72,ARS,0.03,6203,02/08/2016,,83093619,190,02/09/2016,,,6203,C,,,,,111353011,NOISETTE FINAS HIERBAS 10X1KG,,,2,,,2,,,,20,21.22,,0.03,4915276162,02/10/2016,,,2,,,,,907656346,,,02/10/2016,,,2,20,21.22,,,0.03
2398331,200,112352811,NOISETTE JAMON Y QUESO 18X500G,,,2,CS,18,19.2,,19950.72,ARS,0.03,6203,02/08/2016,,83093619,200,02/09/2016,,,6203,C,,,,,112352811,NOISETTE JAMON Y QUESO 18X500G,,,2,,,2,,,,18,19.2,,0.03,4915276162,02/10/2016,,,2,,,,,907656346,,,02/10/2016,,,2,18,19.2,,,0.03
2398331,210,111352811,NOISETTE JAMON Y QUESO 10X1KG,,,2,CS,20,21.22,,19950.72,ARS,0.03,6203,02/08/2016,,83093619,210,02/09/2016,,,6203,C,,,,,111352811,NOISETTE JAMON Y QUESO 10X1KG,,,2,,,2,,,,20,21.22,,0.03,4915276162,02/10/2016,,,2,,,,,907656346,,,02/10/2016,,,2,20,21.22,,,0.03
2398331,220,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,CS,12,12.68,,19950.72,ARS,0.02,6203,02/08/2016,,83093619,220,02/09/2016,,,6203,C,,,,,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,,,1,,,,12,12.68,,0.02,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,12,12.68,,,0.02
2398331,230,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,1,CS,5.4,5.87,,19950.72,ARS,0.01,6203,02/08/2016,,83093619,230,02/09/2016,,,6203,C,,,,,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,1,,,1,,,,5.4,5.87,,0.01,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,5.4,5.87,,,0.01
2398331,240,1000002583,MINI-TORTILLA DE  PAPA 32 X 0.210KG,,,1,CS,6.72,7.17,,19950.72,ARS,0.01,6203,02/08/2016,,83093619,240,02/09/2016,,,6203,C,,,,,1000002583,MINI-TORTILLA DE  PAPA 32 X 0.210KG,,,1,,,1,,,,6.72,7.17,,0.01,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,6.72,7.17,,,0.01
2398331,250,1000002504,MOZZARELLA 10X680G NUEVA SIBARITA,,,1,CS,6.8,7.48,,19950.72,ARS,0.02,6203,02/08/2016,,83093619,250,02/09/2016,,,6203,C,,,,,1000002504,MOZZARELLA 10X680G NUEVA SIBARITA,,,1,,,1,,,,6.8,7.48,,0.02,4915276162,02/10/2016,,,1,,,,,907656346,,,02/10/2016,,,1,6.8,7.48,,,0.02
2398332,10,110A10641,NOISETTE 4X2.5KG,,,3,CS,30,31.53,,1578.03,ARS,0.03,6203,02/08/2016,,83093620,10,02/09/2016,,,6203,C,,,,,110A10641,NOISETTE 4X2.5KG,,,3,,,3,,,,30,31.53,,0.03,4915276451,02/10/2016,,,3,,,,,907656347,,,02/10/2016,,,3,30,31.53,,,0.03
2398426,10,110111091,"CORTE TRADICIONAL 6X2,5KG",,,5,CS,75,77.9,,3550.55,ARS,0.08,6207,02/10/2016,,83093780,10,02/09/2016,,,6207,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,5,,,5,,,,75,77.9,,0.08,4915273212,02/10/2016,,,5,,,,,907656219,,,02/10/2016,,,5,75,77.9,,,0.08
2398426,20,110A10641,NOISETTE 4X2.5KG,,,10,CS,100,105.1,,3550.55,ARS,0.11,6207,02/10/2016,,83093780,20,02/09/2016,,,6207,C,,,,,110A10641,NOISETTE 4X2.5KG,,,10,,,10,,,,100,105.1,,0.11,4915273212,02/10/2016,,,10,,,,,907656219,,,02/10/2016,,,10,100,105.1,,,0.11
2398470,10,110A96721,NOISETTE 10X1KG,,,3,CS,30,31.89,,14483.13,ARS,0.04,6207,02/09/2016,,83093826,10,02/09/2016,,,6207,C,,,,,110A96721,NOISETTE 10X1KG,,,3,,,3,,,,30,31.89,,0.04,4915275488,02/10/2016,,,3,,,,,907656443,,,02/11/2016,,,3,30,31.89,,,0.04
2398470,20,110A77451,CORTE TRADICIONAL 12X1KG,,,3,CS,36,37.95,,14483.13,ARS,0.05,6207,02/09/2016,,83093826,20,02/09/2016,,,6207,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,3,,,3,,,,36,37.95,,0.05,4915275488,02/10/2016,,,3,,,,,907656443,,,02/11/2016,,,3,36,37.95,,,0.05
2398470,30,110A20801,RONDELLES 12X1KG,,,2,CS,24,25.58,,14483.13,ARS,0.03,6207,02/09/2016,,83093826,30,02/09/2016,,,6207,C,,,,,110A20801,RONDELLES 12X1KG,,,2,,,2,,,,24,25.58,,0.03,4915275488,02/10/2016,,,2,,,,,907656443,,,02/11/2016,,,2,24,25.58,,,0.03
2398470,40,110A21991,GOLDEN LONGS 12X1KG,,,3,CS,36,38.28,,14483.13,ARS,0.05,6207,02/09/2016,,83093826,40,02/09/2016,,,6207,C,,,,,110A21991,GOLDEN LONGS 12X1KG,,,3,,,3,,,,36,38.28,,0.05,4915275488,02/10/2016,,,3,,,,,907656443,,,02/11/2016,,,3,36,38.28,,,0.05
2398470,50,110A23121,HORNEABLES 12X720G,,,3,CS,25.92,27.81,,14483.13,ARS,0.05,6207,02/09/2016,,83093826,50,02/09/2016,,,6207,C,,,,,110A23121,HORNEABLES 12X720G,,,3,,,3,,,,25.92,27.81,,0.05,4915275488,02/10/2016,,,3,,,,,907656443,,,02/11/2016,,,3,25.92,27.81,,,0.05
2398470,60,110A27631,NOISETTE 18X500G,,,4,CS,36,38.4,,14483.13,ARS,0.05,6207,02/09/2016,,83093826,60,02/09/2016,,,6207,C,,,,,110A27631,NOISETTE 18X500G,,,4,,,4,,,,36,38.4,,0.05,4915275488,02/10/2016,,,4,,,,,907656443,,,02/11/2016,,,4,36,38.4,,,0.05
2398470,70,110A31091,CORTE TRADICIONAL 12X720G,,,5,CS,43.2,46.3,,14483.13,ARS,0.06,6207,02/09/2016,,83093826,70,02/09/2016,,,6207,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,5,,,5,,,,43.2,46.3,,0.06,4915275488,02/10/2016,,,5,,,,,907656443,,,02/11/2016,,,5,43.2,46.3,,,0.06
2398470,80,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,3,CS,45,47.37,,14483.13,ARS,0.05,6207,02/09/2016,,83093826,80,02/09/2016,,,6207,C,,,,,110A71091,"CORTE TRADICIONAL 10X1,5KG",,,3,,,3,,,,45,47.37,,0.05,4915275488,02/10/2016,,,3,,,,,907656443,,,02/11/2016,,,3,45,47.37,,,0.05
2398470,90,110A47331,SMILES 12X600G,,,4,CS,28.8,31.28,,14483.13,ARS,0.04,6207,02/09/2016,,83093826,90,02/09/2016,,,6207,C,,,,,110A47331,SMILES 12X600G,,,4,,,4,,,,28.8,31.28,,0.04,4915275488,02/10/2016,,,4,,,,,907656443,,,02/11/2016,,,4,28.8,31.28,,,0.04
2398470,100,110B29751,BATATA 12X720G,,,2,CS,17.28,19.52,,14483.13,ARS,0.02,6207,02/09/2016,,83093826,100,02/09/2016,,,6207,C,,,,,110B29751,BATATA 12X720G,,,2,,,2,,,,17.28,19.52,,0.02,4915275488,02/10/2016,,,2,,,,,907656443,,,02/11/2016,,,2,17.28,19.52,,,0.02
2398470,110,111352811,NOISETTE JAMON Y QUESO 10X1KG,,,3,CS,30,31.83,,14483.13,ARS,0.04,6207,02/09/2016,,83093826,110,02/09/2016,,,6207,C,,,,,111352811,NOISETTE JAMON Y QUESO 10X1KG,,,3,,,3,,,,30,31.83,,0.04,4915275488,02/10/2016,,,3,,,,,907656443,,,02/11/2016,,,3,30,31.83,,,0.04
2398470,120,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,CS,12,12.68,,14483.13,ARS,0.02,6207,02/09/2016,,83093826,120,02/09/2016,,,6207,C,,,,,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,,,1,,,,12,12.68,,0.02,4915275488,02/10/2016,,,1,,,,,907656443,,,02/11/2016,,,1,12,12.68,,,0.02
