TPPD,ORVT,OFVT,VEVT,NRPD,FEPD,HRPD,CPPD,OCPD,FCOC,FVOC,FPEN,STPD,DSST,DRST,CIST,CPST,TEST,PAST,PYDD,DSPY,BTPD,DSBT,CUBT,SPPD,DSSP,DRSP,CISP,CPSP,TESP,PASP,INSP,RGSP,ZSTP,ICPD,LIPD,PESP,CTSP,DSCT,UNPD,UMPD,PNPD,PBPD,VOPD,VLPD,MOPD,PLPD,STEN
ZOR,AR01,AR01,22,2382718,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414257,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789863,1000414257,CARREFOUR 228 EXPRESS ELCANO,,CAPITAL FEDERAL,1426,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,3,CS,14.32,16.52,,2105.68,ARS,0.05,C
ZOR,AR01,AR01,22,2382719,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414248,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789864,1000414248,CARREFOUR 226 EDISON,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,3,CS,15.58,18.11,,2251.77,ARS,0.05,C
ZOR,AR01,AR01,22,2382720,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414306,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789865,1000414306,CARREFOUR 5 VELEZ SARFIELD,,CAPITAL FEDERAL,1408,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,4.44,5.796,,976.66,ARS,0.02,C
ZOR,AR01,AR01,22,2382721,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414370,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789866,1000414370,CARREFOUR 217 EXPRESS SAN MIGUEL,,SAN MIGUEL,1663,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,4.44,5.34,,723.45,ARS,0.02,C
ZOR,AR01,AR01,22,2382722,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414263,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789867,1000414263,CARREFOUR 275 EXPRESS BELGRANO,,CAPITAL FEDERAL,1426,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,3,CS,14.06,16.26,,2278.42,ARS,0.06,C
ZOR,AR01,AR01,22,2382723,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414237,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789868,1000414237,CARREFOUR 284 EXPRESS SAN MARTIN,,SAN MARTIN DE LOS ANDES,5570,,,,20,AR-CUYO-MZ,DEL,,2,6201,Descripcion de la empresa,1,CS,4.44,5.34,,723.45,ARS,0.02,C
ZOR,AR01,AR01,22,2382724,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414307,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789869,1000414307,CARREFOUR 3 SAN LORENZO,,CAPITAL FEDERAL,1250,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,2,CS,12.68,15.02,,1350.68,ARS,0.04,C
ZOR,AR01,AR01,22,2382726,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414310,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789870,1000414310,CARREFOUR 6 SALGUERO,,CAPITAL FEDERAL,1425,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,3,CS,16.44,19.165,,2298.19,ARS,0.05,C
ZOR,AR01,AR01,22,2382727,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414358,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789871,1000414358,CARREFOUR 28 PILAR,,PILAR,1629,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,4.7,5.6,,550.71,ARS,0.01,C
ZOR,AR01,AR01,22,2382729,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414304,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789872,1000414304,CARREFOUR 21 MORENO,,MORENO,1744,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,5,CS,25.58,30.4,,3556.07,ARS,0.07,C
ZOR,AR01,AR01,22,2382730,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414336,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789873,1000414336,CARREFOUR 22 MAR DEL PLATA - CONSTI,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,Descripcion de la empresa,3,CS,14.58,16.78,,1932.94,ARS,0.05,C
ZOR,AR01,AR01,22,2382731,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414230,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789874,1000414230,CARREFOUR 289 EXPRESS LUJAN DE CUYO,,LUJAN DE CUYO,5507,,,,7,AR-CUYO-LC,DEL,,2,6201,Descripcion de la empresa,3,CS,16.08,18.855,,2570.6,ARS,0.05,C
ZOR,AR01,AR01,22,2382732,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414258,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789875,1000414258,CARREFOUR 220 EXPRESS VILLA URQUIZA,,VILLA URQUIZA,1431,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,4.7,5.6,,550.71,ARS,0.01,C
ZOR,AR01,AR01,22,2382733,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414262,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789876,1000414262,CARREFOUR 214 EXPRESS DEVOTO,,CAPITAL FEDERAL,1417,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,4,CS,20.04,24.916,,3295.43,ARS,0.06,C
ZOR,AR01,AR01,22,2382734,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414279,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789877,1000414279,CARREFOUR 130 EXPRESS MAR DEL PLATA,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,Descripcion de la empresa,1,CS,4.7,5.6,,550.71,ARS,0.01,C
ZOR,AR01,AR01,22,2382735,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414328,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789878,1000414328,CARREFOUR 183 EXPRESS MASCHWITZ,,TIGRE,1623,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,4.7,5.6,,550.71,ARS,0.01,C
ZOR,AR01,AR01,22,2382736,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414266,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789879,1000414266,CARREFOUR 206 BARRIO CARREFOUR,,CAPITAL FEDERAL,1425,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,2,CS,9.74,11.785,,1448.06,ARS,0.03,C
ZOR,AR01,AR01,22,2382737,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414305,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789880,1000414305,CARREFOUR 8 LA PLATA,,LA PLATA,1900,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,4.44,5.34,,723.45,ARS,0.02,C
ZOR,AR01,AR01,22,2382738,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414363,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789881,1000414363,CARREFOUR 252 ACASSUSO,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,5,CS,23.72,27.965,,3236.08,ARS,0.08,C
ZOR,AR01,AR01,22,2382739,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414399,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789882,1000414399,CARREFOUR 62 EXPRESS PILAR II,,PILAR,1629,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,2,CS,9.4,11.2,,1101.42,ARS,0.03,C
ZOR,AR01,AR01,22,2382740,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414296,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789883,1000414296,CARREFOUR 191 EXPRESS MAR DEL PLATA,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,Descripcion de la empresa,1,CS,4.7,5.6,,550.71,ARS,0.01,C
ZOR,AR01,AR01,22,2382741,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414382,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789884,1000414382,CARREFOUR 198 EXPRESS CABILDO,,CAPITAL FEDERAL,8118,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,5.18,5.58,,831.52,ARS,0.02,C
ZOR,AR01,AR01,22,2382742,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414360,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789885,1000414360,CARREFOUR 232 EXPRESS CAMPANA II,,CAMPANA,2804,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,5.3,6.445,,724.61,ARS,0.01,C
ZOR,AR01,AR01,22,2382744,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414422,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789886,1000414422,CARREFOUR 514 SUPER VILLA DEL PARQU,,CAPITAL FEDERAL,1419,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,2,CS,9.14,10.94,,1274.16,ARS,0.03,C
ZOR,AR01,AR01,22,2382745,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414407,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789887,1000414407,CARREFOUR 381 SUPER RECOLETA II,,CAPITAL FEDERAL,1000,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,4.7,5.6,,550.71,ARS,0.01,C
ZOR,AR01,AR01,22,2382746,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414405,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789888,1000414405,CARREFOUR 389 SUPER CARRANZA,,CAPITAL FEDERAL,1000,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,4.44,5.34,,723.45,ARS,0.02,C
ZOR,AR01,AR01,22,2382747,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414418,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789889,1000414418,CARREFOUR 519 SUPER LACROZE,,CAPITAL FEDERAL,1000,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,5.4,5.87,,735.1,ARS,0.01,C
ZOR,AR01,AR01,22,2382748,3/2/2016,12/30/1899,,,3/2/2016,,3/2/2016,1000413685,,,,,,,1000417461,WAL MART ARGENTINA S.R.L.,,,20256789890,1000413685,CD WALMART MORENO,,MORENO,1744,,,,1,AR-BUE-CDS,DEL,,2,6207,Descripcion de la empresa,465,CS,5555.67,5801.73,,164679.86,ARS,6.26,C
ZOR,AR01,AR01,22,2382749,3/2/2016,12/30/1899,,,2/2/2016,,2/2/2016,1000413685,,,,,,,1000417461,WAL MART ARGENTINA S.R.L.,,,20256789891,1000413685,CD WALMART MORENO,,MORENO,1744,,,,1,AR-BUE-CDS,DEL,,2,6207,Descripcion de la empresa,55,CS,360.36,385.25,,38940.81,ARS,0.5,C
ZOR,AR01,AR01,22,2382750,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414268,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789892,1000414268,CARREFOUR 219 EXPRESS DONATO,,CAPITAL FEDERAL,1616,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,15,15.79,,509.45,ARS,0.02,C
ZOR,AR01,AR01,22,2382751,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414256,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789893,1000414256,CARREFOUR 120 EXPRESS BELGRANO,,CAPITAL FEDERAL,1428,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,9,9.6,,548.21,ARS,0.01,C
ZOR,AR01,AR01,22,2382752,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414279,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789894,1000414279,CARREFOUR 130 EXPRESS MAR DEL PLATA,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,Descripcion de la empresa,1,CS,9,9.6,,548.21,ARS,0.01,C
ZOR,AR01,AR01,22,2382754,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414262,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789895,1000414262,CARREFOUR 214 EXPRESS DEVOTO,,CAPITAL FEDERAL,1417,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,10,CS,96.72,102.86,,5479.31,ARS,0.13,C
ZOR,AR01,AR01,22,2382755,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414367,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789896,1000414367,CARREFOUR 211 ITALIA,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,5,CS,48.84,52.01,,2191.74,ARS,0.07,C
ZOR,AR01,AR01,22,2382756,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414319,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789897,1000414319,CARREFOUR 109 EXPRESS LA PLATA,,LA PLATA,1900,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,4,CS,38.28,40.89,,1778.86,ARS,0.06,C
ZOR,AR01,AR01,22,2382757,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414331,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789898,1000414331,CARREFOUR 187 EXPRESS ESCOBAR,,ESCOBAR,1678,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,10,10.63,,548.21,ARS,0.01,C
ZOR,AR01,AR01,22,2382758,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414382,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789899,1000414382,CARREFOUR 198 EXPRESS CABILDO,,CAPITAL FEDERAL,8118,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,2,CS,23.64,25.05,,828.41,ARS,0.03,C
ZOR,AR01,AR01,22,2382759,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414309,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789900,1000414309,CARREFOUR 2 VICENTE LOPEZ,,VICENTE LOPEZ,1638,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,11,CS,91.72,98.9,,4353.3,ARS,0.12,C
ZOR,AR01,AR01,22,2382761,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414336,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789901,1000414336,CARREFOUR 22 MAR DEL PLATA - CONSTI,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,Descripcion de la empresa,27,CS,289.92,308.01,,12217.91,ARS,0.39,C
ZOR,AR01,AR01,22,2382762,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414305,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789902,1000414305,CARREFOUR 8 LA PLATA,,LA PLATA,1900,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,1,CS,12,12.76,,465.15,ARS,0.02,C
ZOR,AR01,AR01,22,2382763,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414308,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789903,1000414308,CARREFOUR 26 WARNES,,CAPITAL FEDERAL,1427,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,2,CS,24,25.3,,841.7,ARS,0.03,C
ZOR,AR01,AR01,22,2382764,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414399,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789904,1000414399,CARREFOUR 62 EXPRESS PILAR II,,PILAR,1629,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,7,CS,62.88,67.14,,3245.8,ARS,0.09,C
ZOR,AR01,AR01,22,2382765,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414391,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789905,1000414391,CARREFOUR 54 VILLA ALLENDE,,VILLA ALLENDE,5105,,,,3,AR-CTRO-VA,DEL,,2,6211,Descripcion de la empresa,1,CS,7.2,7.82,,438.57,ARS,0.01,C
ZOR,AR01,AR01,22,2382766,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414358,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789906,1000414358,CARREFOUR 28 PILAR,,PILAR,1629,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,3,CS,39,41.12,,1395.45,ARS,0.06,C
ZOR,AR01,AR01,22,2382767,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414248,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789907,1000414248,CARREFOUR 226 EDISON,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,3,CS,32.4,34.42,,1709.7,ARS,0.05,C
ZOR,AR01,AR01,22,2382768,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414257,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789908,1000414257,CARREFOUR 228 EXPRESS ELCANO,,CAPITAL FEDERAL,1426,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,4,CS,34.68,37.05,,1921.45,ARS,0.06,C
ZOR,AR01,AR01,22,2382769,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414335,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789909,1000414335,CARREFOUR 24 CORDOBA - BARRIO JARDI,,CORDOBA,5000,,,,3,AR-CTRO-CO,DEL,,2,6211,Descripcion de la empresa,1,CS,8.64,9.27,,446.54,ARS,0.02,C
ZOR,AR01,AR01,22,2382770,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414359,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789910,1000414359,CARREFOUR 241 EXPRESS LUJAN,,LUJAN,6700,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,6,CS,78,82.32,,2765.47,ARS,0.1,C
ZOR,AR01,AR01,22,2382772,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414307,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789911,1000414307,CARREFOUR 3 SAN LORENZO,,CAPITAL FEDERAL,1250,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,2,CS,24,25.47,,949.17,ARS,0.03,C
ZOR,AR01,AR01,22,2382773,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414306,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789912,1000414306,CARREFOUR 5 VELEZ SARFIELD,,CAPITAL FEDERAL,1408,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,3,CS,26.04,27.78,,1474.91,ARS,0.04,C
ZOR,AR01,AR01,22,2382776,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414380,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789913,1000414380,CARREFOUR 1 SAN ISIDRO,,SAN ISIDRO,1642,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,9,CS,93.24,99.49,,4186.07,ARS,0.13,C
ZOR,AR01,AR01,22,2382778,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414316,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789914,1000414316,CARREFOUR 11 MALVINAS ARGENTINAS,,MALVINAS ARGENTINAS,1846,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,10,CS,101.2,107.68,,4042.59,ARS,0.14,C
ZOR,AR01,AR01,22,2382779,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414304,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789915,1000414304,CARREFOUR 21 MORENO,,MORENO,1744,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,4,CS,37.92,40.54,,1422.03,ARS,0.05,C
ZOR,AR01,AR01,22,2382780,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414258,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789916,1000414258,CARREFOUR 220 EXPRESS VILLA URQUIZA,,VILLA URQUIZA,1431,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,2,CS,17.4,18.55,,1200.25,ARS,0.03,C
ZOR,AR01,AR01,22,2382781,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414255,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789917,1000414255,CARREFOUR 271 EXPRESS NUÑEZ,,CAPITAL FEDERAL,1428,,,,0,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,2,CS,24,25.33,,886,ARS,0.04,C
ZOR,AR01,AR01,22,2382783,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414370,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789918,1000414370,CARREFOUR 217 EXPRESS SAN MIGUEL,,SAN MIGUEL,1663,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,6,CS,64.68,68.66,,2984.65,ARS,0.1,C
ZOR,AR01,AR01,22,2382784,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414296,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789919,1000414296,CARREFOUR 191 EXPRESS MAR DEL PLATA,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,Descripcion de la empresa,6,CS,66.28,70.24,,2537.28,ARS,0.08,C
ZOR,AR01,AR01,22,2382785,3/2/2016,12/30/1899,,,3/2/2016,,4/2/2016,1000414328,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,20256789920,1000414328,CARREFOUR 183 EXPRESS MASCHWITZ,,TIGRE,1623,,,,1,AR-BUE-SMK,DEL,,2,6207,Descripcion de la empresa,3,CS,29.4,31.31,,1665.4,ARS,0.05,C
