NRPD,POIT,MTPD,DSMT,13MT,14MT,CPIT,UMIT,PNIT,PBIT,VOIT,VLIT,MOIT,PLIT,CEIT,FEIT,STIP,ENIT,POEN,FEEN,HREN,CPEN,CTEN,STIT,BQEN,DSBQ,BQFA,DSBF,MTEN,DSEN,13EN,14EN,CPCP,SHID,HSID,CCEN,FECE,HRCE,CPCE,PNCC,PBCC,VOCC,PLCC,ENPG,PGFE,PGHR,PGUS,CDEN,ENRE,REFE,REHR,REUS,ENFA,ENFE,FATY,FAFE,FAHR,FAUS,CTFA,PNFA,PBFA,VOFA,VLFA,PLFA
2390813,170,121JA1111,MOZZARELLA Y JAMON 10X530G,,,20,CS,106,128.9,,328944.27,ARS,0.28,6207,02/06/2016,,83085353,170,02/05/2016,,,6207,C,,,,,121JA1111,MOZZARELLA Y JAMON 10X530G,,,20,2425391,,20,,,,106,128.9,,0.28,4915211390,02/05/2016,,,20,8059R00160334,,,,907655945,4508A00083853,ZF2,02/05/2016,,,20,106,128.9,,,0.28
2390813,180,121JM1111,JAMON Y MORRONES 10X570G,,,20,CS,114,138.6,,328944.27,ARS,0.33,6207,02/06/2016,,83085353,180,02/05/2016,,,6207,C,,,,,121JM1111,JAMON Y MORRONES 10X570G,,,20,2425391,,20,,,,114,138.6,,0.33,4915211390,02/05/2016,,,20,8059R00160334,,,,907655945,4508A00083853,ZF2,02/05/2016,,,20,114,138.6,,,0.33
2390818,10,110A11121,CORTE FINO 8X2.25KG,,,48,CS,864,897.12,,57260.72,ARS,1,6207,02/06/2016,,83085087,10,02/05/2016,,,6207,C,,,,,110A11121,CORTE FINO 8X2.25KG,,,48,2425391,,48,,,,864,897.12,,1,4915211414,02/05/2016,,,48,8059R00160337,,,,907655943,4508A00083851,ZF2,02/05/2016,,,48,864,897.12,,,1
2390818,20,110111091,"CORTE TRADICIONAL 6X2,5KG",,,60,CS,900,934.8,,57260.72,ARS,1,6207,02/06/2016,,83085087,20,02/05/2016,,,6207,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,60,2425391,,60,,,,900,934.8,,1,4915211414,02/05/2016,,,60,8059R00160337,,,,907655943,4508A00083851,ZF2,02/05/2016,,,60,900,934.8,,,1
2390818,30,121MZ1121,MOZZARELLA 10X470G,,,10,CS,47,58.45,,57260.72,ARS,0.14,6207,02/06/2016,,83085087,30,02/05/2016,,,6207,C,,,,,121MZ1121,MOZZARELLA 10X470G,,,10,2425391,,10,,,,47,58.45,,0.14,4915211414,02/05/2016,,,10,8059R00160337,,,,907655943,4508A00083851,ZF2,02/05/2016,,,10,47,58.45,,,0.14
2390818,40,121JA1111,MOZZARELLA Y JAMON 10X530G,,,10,CS,53,64.45,,57260.72,ARS,0.14,6207,02/06/2016,,83085087,40,02/05/2016,,,6207,C,,,,,121JA1111,MOZZARELLA Y JAMON 10X530G,,,10,2425391,,10,,,,53,64.45,,0.14,4915211414,02/05/2016,,,10,8059R00160337,,,,907655943,4508A00083851,ZF2,02/05/2016,,,10,53,64.45,,,0.14
2390818,50,121JM1111,JAMON Y MORRONES 10X570G,,,10,CS,57,69.3,,57260.72,ARS,0.17,6207,02/06/2016,,83085087,50,02/05/2016,,,6207,C,,,,,121JM1111,JAMON Y MORRONES 10X570G,,,10,2425391,,10,,,,57,69.3,,0.17,4915211414,02/05/2016,,,10,8059R00160337,,,,907655943,4508A00083851,ZF2,02/05/2016,,,10,57,69.3,,,0.17
2390832,10,110A61091,CORTE TRADICIONAL 20X400G,,,30,CS,240,261.9,,177645.98,ARS,0.34,6207,02/06/2016,,83085354,10,02/05/2016,,,6207,C,,,,,110A61091,CORTE TRADICIONAL 20X400G,,,30,2425701,,30,,,,240,261.9,,0.34,4915212797,02/05/2016,,,30,8059R00160348,,,,907656022,4508A00083880,ZF2,02/05/2016,,,30,240,261.9,,,0.34
2390832,20,110111091,"CORTE TRADICIONAL 6X2,5KG",,,180,CS,2700,2804.4,,177645.98,ARS,3,6207,02/06/2016,,83085354,20,02/05/2016,,,6207,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,180,2425701,,180,,,,2700,2804.4,,3,4915212797,02/05/2016,,,180,8059R00160348,,,,907656022,4508A00083880,ZF2,02/05/2016,,,180,2700,2804.4,,,3
2390832,30,110A11121,CORTE FINO 8X2.25KG,,,192,CS,3456,3588.48,,177645.98,ARS,4,6207,02/06/2016,,83085354,30,02/05/2016,,,6207,C,,,,,110A11121,CORTE FINO 8X2.25KG,,,192,2425701,,192,,,,3456,3588.48,,4,4915212797,02/05/2016,,,192,8059R00160348,,,,907656022,4508A00083880,ZF2,02/05/2016,,,192,3456,3588.48,,,4
2390832,40,1000002581,MINI-TORTILLA DE  ESPINACA 16 X 0.420KG,,,5,CS,33.6,35.7,,177645.98,ARS,0.05,6207,02/06/2016,,83085354,40,02/05/2016,,,6207,C,,,,,1000002581,MINI-TORTILLA DE  ESPINACA 16 X 0.420KG,,,5,2425701,,5,,,,33.6,35.7,,0.05,4915212797,02/05/2016,,,5,8059R00160348,,,,907656022,4508A00083880,ZF2,02/05/2016,,,5,33.6,35.7,,,0.05
2390832,50,110A47331,SMILES 12X600G,,,5,CS,36,39.1,,177645.98,ARS,0.05,6207,02/06/2016,,83085354,50,02/05/2016,,,6207,C,,,,,110A47331,SMILES 12X600G,,,5,2425701,,5,,,,36,39.1,,0.05,4915212797,02/05/2016,,,5,8059R00160348,,,,907656022,4508A00083880,ZF2,02/05/2016,,,5,36,39.1,,,0.05
2390832,60,110S74701,"GASTRONOMICAS 6X2,5KG",,,60,CS,900,934.8,,177645.98,ARS,1,6207,02/06/2016,,83085354,60,02/05/2016,,,6207,C,,,,,110S74701,"GASTRONOMICAS 6X2,5KG",,,60,2425701,,60,,,,900,934.8,,1,4915212797,02/05/2016,,,60,8059R00160348,,,,907656022,4508A00083880,ZF2,02/05/2016,,,60,900,934.8,,,1
2390832,70,110A27631,NOISETTE 18X500G,,,10,CS,90,96,,177645.98,ARS,0.13,6207,02/06/2016,,83085354,70,02/05/2016,,,6207,C,,,,,110A27631,NOISETTE 18X500G,,,10,2425701,,10,,,,90,96,,0.13,4915212797,02/05/2016,,,10,8059R00160348,,,,907656022,4508A00083880,ZF2,02/05/2016,,,10,90,96,,,0.13
2390837,10,129MZ1101,FANATICA - MOZZARELLA 12X450G,,,1,CS,5.4,5.778,,1157.53,ARS,0.01,6207,02/10/2016,,83085162,10,02/05/2016,,,6207,C,,,,,129MZ1101,FANATICA - MOZZARELLA 12X450G,,,1,2425307,,1,,,,5.4,5.778,,0.01,4915211176,02/05/2016,,,1,8059R00160288,,,,907655917,4508A00083825,ZF2,02/05/2016,,,1,5.4,5.778,,,0.01
2390837,20,121MZ14M1,MEDIA MASA MOZZARELLA 12X665G,,,1,CS,7.98,9.42,,1157.53,ARS,0.03,6207,02/10/2016,,83085162,20,02/05/2016,,,6207,C,,,,,121MZ14M1,MEDIA MASA MOZZARELLA 12X665G,,,1,2425307,,1,,,,7.98,9.42,,0.03,4915211176,02/05/2016,,,1,8059R00160288,,,,907655917,4508A00083825,ZF2,02/05/2016,,,1,7.98,9.42,,,0.03
2390839,10,110A18951,SMILES 6X1.5KG,,,360,CS,3240,3423.6,,562503.26,ARS,4,6207,02/10/2016,,83085164,10,02/05/2016,,,6207,C,,,,,110A18951,SMILES 6X1.5KG,,,360,2425308,,360,,,,3240,3423.6,,4,4915211220,02/05/2016,,,360,8059R00160309,,,,907655952,4508A00083860,ZF2,02/05/2016,,,360,3240,3423.6,,,4
2390839,20,110A10641,NOISETTE 4X2.5KG,,,360,CS,3600,3783.6,,562503.26,ARS,4,6207,02/10/2016,,83085164,20,02/05/2016,,,6207,C,,,,,110A10641,NOISETTE 4X2.5KG,,,360,2425308,,360,,,,3600,3783.6,,4,4915211220,02/05/2016,,,360,8059R00160309,,,,907655952,4508A00083860,ZF2,02/05/2016,,,360,3600,3783.6,,,4
2390839,30,110111091,"CORTE TRADICIONAL 6X2,5KG",,,720,CS,10800,11217.6,,562503.26,ARS,12,6207,02/10/2016,,83085164,30,02/05/2016,,,6207,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,720,2425308,,720,,,,10800,11217.6,,12,4915211220,02/05/2016,,,720,8059R00160309,,,,907655952,4508A00083860,ZF2,02/05/2016,,,720,10800,11217.6,,,12
2390839,40,110A11121,CORTE FINO 8X2.25KG,,,144,CS,2592,2691.36,,562503.26,ARS,3,6207,02/10/2016,,83085164,40,02/05/2016,,,6207,C,,,,,110A11121,CORTE FINO 8X2.25KG,,,144,2425308,,144,,,,2592,2691.36,,3,4915211220,02/05/2016,,,144,8059R00160309,,,,907655952,4508A00083860,ZF2,02/05/2016,,,144,2592,2691.36,,,3
2390839,50,110113101,"CORTE CASERO 6X2,5KG",,,60,CS,900,940.8,,562503.26,ARS,1,6207,02/10/2016,,83085164,50,02/05/2016,,,6207,C,,,,,110113101,"CORTE CASERO 6X2,5KG",,,60,2425308,,60,,,,900,940.8,,1,4915211220,02/05/2016,,,60,8059R00160309,,,,907655952,4508A00083860,ZF2,02/05/2016,,,60,900,940.8,,,1
2390839,60,121MZ1361,PIZZETA MOZZARELLA GRANEL 28X185G,,,10,CS,51.8,55.8,,562503.26,ARS,0.2,6207,02/10/2016,,83085164,60,02/05/2016,,,6207,C,,,,,121MZ1361,PIZZETA MOZZARELLA GRANEL 28X185G,,,10,2425308,,10,,,,51.8,55.8,,0.2,4915211220,02/05/2016,,,10,8059R00160309,,,,907655952,4508A00083860,ZF2,02/05/2016,,,10,51.8,55.8,,,0.2
2390839,70,1000002578,BASTONCITOS DE MOZZARELLA 6X1KG,,,5,CS,30,32,,562503.26,ARS,0.05,6207,02/10/2016,,83085164,70,02/05/2016,,,6207,C,,,,,1000002578,BASTONCITOS DE MOZZARELLA 6X1KG,,,5,2425308,,5,,,,30,32,,0.05,4915211220,02/05/2016,,,5,8059R00160309,,,,907655952,4508A00083860,ZF2,02/05/2016,,,5,30,32,,,0.05
2390844,10,110A11121,CORTE FINO 8X2.25KG,,,96,CS,1728,1794.24,,101064.39,ARS,2,6207,02/06/2016,,83085165,10,02/05/2016,,,6207,C,,,,,110A11121,CORTE FINO 8X2.25KG,,,96,2425701,,96,,,,1728,1794.24,,2,4915212785,02/05/2016,,,96,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,96,1728,1794.24,,,2
2390844,20,110111091,"CORTE TRADICIONAL 6X2,5KG",,,60,CS,900,934.8,,101064.39,ARS,1,6207,02/06/2016,,83085165,20,02/05/2016,,,6207,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,60,2425701,,60,,,,900,934.8,,1,4915212785,02/05/2016,,,60,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,60,900,934.8,,,1
2390844,30,110A10641,NOISETTE 4X2.5KG,,,30,CS,300,315.3,,101064.39,ARS,0.33,6207,02/06/2016,,83085165,30,02/05/2016,,,6207,C,,,,,110A10641,NOISETTE 4X2.5KG,,,30,2425701,,30,,,,300,315.3,,0.33,4915212785,02/05/2016,,,30,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,30,300,315.3,,,0.33
2390844,40,110S74701,"GASTRONOMICAS 6X2,5KG",,,35,CS,525,545.3,,101064.39,ARS,0.58,6207,02/06/2016,,83085165,40,02/05/2016,,,6207,C,,,,,110S74701,"GASTRONOMICAS 6X2,5KG",,,35,2425701,,35,,,,525,545.3,,0.58,4915212785,02/05/2016,,,35,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,35,525,545.3,,,0.58
2390844,50,110A96721,NOISETTE 10X1KG,,,10,CS,100,106.3,,101064.39,ARS,0.14,6207,02/06/2016,,83085165,50,02/05/2016,,,6207,C,,,,,110A96721,NOISETTE 10X1KG,,,10,2425701,,10,,,,100,106.3,,0.14,4915212785,02/05/2016,,,10,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,10,100,106.3,,,0.14
2390844,60,110A27631,NOISETTE 18X500G,,,5,CS,45,48,,101064.39,ARS,0.06,6207,02/06/2016,,83085165,60,02/05/2016,,,6207,C,,,,,110A27631,NOISETTE 18X500G,,,5,2425701,,5,,,,45,48,,0.06,4915212785,02/05/2016,,,5,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,5,45,48,,,0.06
2390844,70,110A31091,CORTE TRADICIONAL 12X720G,,,30,CS,259.2,277.8,,101064.39,ARS,0.33,6207,02/06/2016,,83085165,70,02/05/2016,,,6207,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,30,2425701,,30,,,,259.2,277.8,,0.33,4915212785,02/05/2016,,,30,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,30,259.2,277.8,,,0.33
2390844,80,110A61091,CORTE TRADICIONAL 20X400G,,,3,CS,24,26.19,,101064.39,ARS,0.03,6207,02/06/2016,,83085165,80,02/05/2016,,,6207,C,,,,,110A61091,CORTE TRADICIONAL 20X400G,,,3,2425701,,3,,,,24,26.19,,0.03,4915212785,02/05/2016,,,3,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,3,24,26.19,,,0.03
2390844,90,110A20801,RONDELLES 12X1KG,,,2,CS,24,25.58,,101064.39,ARS,0.03,6207,02/06/2016,,83085165,90,02/05/2016,,,6207,C,,,,,110A20801,RONDELLES 12X1KG,,,2,2425701,,2,,,,24,25.58,,0.03,4915212785,02/05/2016,,,2,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,2,24,25.58,,,0.03
2390844,100,110A23121,HORNEABLES 12X720G,,,3,CS,25.92,27.81,,101064.39,ARS,0.05,6207,02/06/2016,,83085165,100,02/05/2016,,,6207,C,,,,,110A23121,HORNEABLES 12X720G,,,3,2425701,,3,,,,25.92,27.81,,0.05,4915212785,02/05/2016,,,3,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,3,25.92,27.81,,,0.05
2390844,110,110A47331,SMILES 12X600G,,,2,CS,14.4,15.64,,101064.39,ARS,0.02,6207,02/06/2016,,83085165,110,02/05/2016,,,6207,C,,,,,110A47331,SMILES 12X600G,,,2,2425701,,2,,,,14.4,15.64,,0.02,4915212785,02/05/2016,,,2,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,2,14.4,15.64,,,0.02
2390844,120,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,1,CS,5.4,5.87,,101064.39,ARS,0.01,6207,02/06/2016,,83085165,120,02/05/2016,,,6207,C,,,,,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,1,2425701,,1,,,,5.4,5.87,,0.01,4915212785,02/05/2016,,,1,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,1,5.4,5.87,,,0.01
2390844,130,1000002581,MINI-TORTILLA DE  ESPINACA 16 X 0.420KG,,,2,CS,13.44,14.28,,101064.39,ARS,0.02,6207,02/06/2016,,83085165,130,02/05/2016,,,6207,C,,,,,1000002581,MINI-TORTILLA DE  ESPINACA 16 X 0.420KG,,,2,2425701,,2,,,,13.44,14.28,,0.02,4915212785,02/05/2016,,,2,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,2,13.44,14.28,,,0.02
2390844,140,1000002582,MINI TORTILLA DE  ESPINACA 32 X 0.210 KG,,,1,CS,6.72,7.17,,101064.39,ARS,0.01,6207,02/06/2016,,83085165,140,02/05/2016,,,6207,C,,,,,1000002582,MINI TORTILLA DE  ESPINACA 32 X 0.210 KG,,,1,2425701,,1,,,,6.72,7.17,,0.01,4915212785,02/05/2016,,,1,8059R00160347,,,,907656024,4508A00083882,ZF2,02/05/2016,,,1,6.72,7.17,,,0.01
2390854,10,110111091,"CORTE TRADICIONAL 6X2,5KG",,,20,CS,300,311.6,,27192,ARS,0.33,6207,02/06/2016,,83085355,10,02/05/2016,,,6207,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,20,2425705,,20,,,,300,311.6,,0.33,4915212822,02/05/2016,,,20,8059R00160352,,,,907656026,4508A00083884,ZF2,02/05/2016,,,20,300,311.6,,,0.33
2390854,20,110S74701,"GASTRONOMICAS 6X2,5KG",,,60,CS,900,934.8,,27192,ARS,1,6207,02/06/2016,,83085355,20,02/05/2016,,,6207,C,,,,,110S74701,"GASTRONOMICAS 6X2,5KG",,,60,2425705,,60,,,,900,934.8,,1,4915212822,02/05/2016,,,60,8059R00160352,,,,907656026,4508A00083884,ZF2,02/05/2016,,,60,900,934.8,,,1
2390858,10,110A11121,CORTE FINO 8X2.25KG,,,20,CS,360,373.8,,66758.41,ARS,0.42,6207,02/06/2016,,83085449,10,02/05/2016,,,6207,C,,,,,110A11121,CORTE FINO 8X2.25KG,,,20,2425705,,20,,,,360,373.8,,0.42,4915212823,02/05/2016,,,20,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,20,360,373.8,,,0.42
2390858,20,110111091,"CORTE TRADICIONAL 6X2,5KG",,,80,CS,1200,1246.4,,66758.41,ARS,1.33,6207,02/06/2016,,83085449,20,02/05/2016,,,6207,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,80,2425705,,80,,,,1200,1246.4,,1.33,4915212823,02/05/2016,,,80,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,80,1200,1246.4,,,1.33
2390858,30,110100801,"ESPAÑOLA 6X2,5KG",,,2,CS,30,31.2,,66758.41,ARS,0.03,6207,02/06/2016,,83085449,30,02/05/2016,,,6207,C,,,,,110100801,"ESPAÑOLA 6X2,5KG",,,2,2425705,,2,,,,30,31.2,,0.03,4915212823,02/05/2016,,,2,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,2,30,31.2,,,0.03
2390858,40,110A10641,NOISETTE 4X2.5KG,,,30,CS,300,315.3,,66758.41,ARS,0.33,6207,02/06/2016,,83085449,40,02/05/2016,,,6207,C,,,,,110A10641,NOISETTE 4X2.5KG,,,30,2425705,,30,,,,300,315.3,,0.33,4915212823,02/05/2016,,,30,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,30,300,315.3,,,0.33
2390858,50,110A18951,SMILES 6X1.5KG,,,20,CS,180,190.2,,66758.41,ARS,0.22,6207,02/06/2016,,83085449,50,02/05/2016,,,6207,C,,,,,110A18951,SMILES 6X1.5KG,,,20,2425705,,20,,,,180,190.2,,0.22,4915212823,02/05/2016,,,20,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,20,180,190.2,,,0.22
2390858,60,110A27631,NOISETTE 18X500G,,,10,CS,90,96,,66758.41,ARS,0.13,6207,02/06/2016,,83085449,60,02/05/2016,,,6207,C,,,,,110A27631,NOISETTE 18X500G,,,10,2425705,,10,,,,90,96,,0.13,4915212823,02/05/2016,,,10,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,10,90,96,,,0.13
2390858,70,112352811,NOISETTE JAMON Y QUESO 18X500G,,,2,CS,18,19.2,,66758.41,ARS,0.03,6207,02/06/2016,,83085449,70,02/05/2016,,,6207,C,,,,,112352811,NOISETTE JAMON Y QUESO 18X500G,,,2,2425705,,2,,,,18,19.2,,0.03,4915212823,02/05/2016,,,2,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,2,18,19.2,,,0.03
2390858,80,112352911,NOISETTE PANCETA Y CEBOLLA 18X500G,,,2,CS,18,19.2,,66758.41,ARS,0.03,6207,02/06/2016,,83085449,80,02/05/2016,,,6207,C,,,,,112352911,NOISETTE PANCETA Y CEBOLLA 18X500G,,,2,2425705,,2,,,,18,19.2,,0.03,4915212823,02/05/2016,,,2,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,2,18,19.2,,,0.03
2390858,90,112353011,NOISETTE FINAS HIERBAS 18X500G,,,2,CS,18,19.2,,66758.41,ARS,0.03,6207,02/06/2016,,83085449,90,02/05/2016,,,6207,C,,,,,112353011,NOISETTE FINAS HIERBAS 18X500G,,,2,2425705,,2,,,,18,19.2,,0.03,4915212823,02/05/2016,,,2,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,2,18,19.2,,,0.03
2390858,100,110A31091,CORTE TRADICIONAL 12X720G,,,20,CS,172.8,185.2,,66758.41,ARS,0.22,6207,02/06/2016,,83085449,100,02/05/2016,,,6207,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,20,2425705,,20,,,,172.8,185.2,,0.22,4915212823,02/05/2016,,,20,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,20,172.8,185.2,,,0.22
2390858,110,121MZ1121,MOZZARELLA 10X470G,,,1,CS,4.7,5.845,,66758.41,ARS,0.01,6207,02/06/2016,,83085449,110,02/05/2016,,,6207,C,,,,,121MZ1121,MOZZARELLA 10X470G,,,1,2425705,,1,,,,4.7,5.845,,0.01,4915212823,02/05/2016,,,1,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,1,4.7,5.845,,,0.01
2390858,120,121MZ14M1,MEDIA MASA MOZZARELLA 12X665G,,,1,CS,7.98,9.42,,66758.41,ARS,0.03,6207,02/06/2016,,83085449,120,02/05/2016,,,6207,C,,,,,121MZ14M1,MEDIA MASA MOZZARELLA 12X665G,,,1,2425705,,1,,,,7.98,9.42,,0.03,4915212823,02/05/2016,,,1,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,1,7.98,9.42,,,0.03
2390858,130,121JA1111,MOZZARELLA Y JAMON 10X530G,,,1,CS,5.3,6.445,,66758.41,ARS,0.01,6207,02/06/2016,,83085449,130,02/05/2016,,,6207,C,,,,,121JA1111,MOZZARELLA Y JAMON 10X530G,,,1,2425705,,1,,,,5.3,6.445,,0.01,4915212823,02/05/2016,,,1,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,1,5.3,6.445,,,0.01
2390858,140,121JM1111,JAMON Y MORRONES 10X570G,,,1,CS,5.7,6.93,,66758.41,ARS,0.02,6207,02/06/2016,,83085449,140,02/05/2016,,,6207,C,,,,,121JM1111,JAMON Y MORRONES 10X570G,,,1,2425705,,1,,,,5.7,6.93,,0.02,4915212823,02/05/2016,,,1,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,1,5.7,6.93,,,0.02
2390858,150,121CQ1121,CUATRO QUESOS 10X520GR,,,1,CS,5.2,6.345,,66758.41,ARS,0.01,6207,02/06/2016,,83085449,150,02/05/2016,,,6207,C,,,,,121CQ1121,CUATRO QUESOS 10X520GR,,,1,2425705,,1,,,,5.2,6.345,,0.01,4915212823,02/05/2016,,,1,8059R00160353,,,,907656025,4508A00083883,ZF2,02/05/2016,,,1,5.2,6.345,,,0.01
2390859,10,110111091,"CORTE TRADICIONAL 6X2,5KG",,,6,CS,90,93.48,,1419.36,ARS,0.1,6207,02/05/2016,,83085166,10,02/05/2016,,,6207,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,6,2425307,,6,,,,90,93.48,,0.1,4915211198,02/05/2016,,,6,8059R00160289,,,,907655941,4508A00083849,ZF2,02/05/2016,,,6,90,93.48,,,0.1
2390860,10,110111091,"CORTE TRADICIONAL 6X2,5KG",,,20,CS,300,311.6,,11800.8,ARS,0.33,6207,02/06/2016,,83085167,10,02/05/2016,,,6207,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,20,,,20,,,,300,311.6,,0.33,,,,,0,,,,,,,,,,,0,0,0,,,0
2390860,20,110A10641,NOISETTE 4X2.5KG,,,30,CS,300,315.3,,11800.8,ARS,0.33,6207,02/06/2016,,83085167,20,02/05/2016,,,6207,C,,,,,110A10641,NOISETTE 4X2.5KG,,,30,,,30,,,,300,315.3,,0.33,,,,,0,,,,,,,,,,,0,0,0,,,0
2390863,10,110A11121,CORTE FINO 8X2.25KG,,,8,CS,144,149.52,,41998.57,ARS,0.17,6211,02/06/2016,,83085168,10,02/05/2016,,,6211,C,,,,,110A11121,CORTE FINO 8X2.25KG,,,8,2425556,,8,,,,144,149.52,,0.17,4915212378,02/05/2016,,,8,1156R00018511,,,,907655993,4511A00007124,ZF2,02/05/2016,,,8,144,149.52,,,0.17
2390863,20,110111091,"CORTE TRADICIONAL 6X2,5KG",,,90,CS,1350,1402.2,,41998.57,ARS,1.5,6211,02/06/2016,,83085168,20,02/05/2016,,,6211,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,90,2425556,,90,,,,1350,1402.2,,1.5,4915212378,02/05/2016,,,90,1156R00018511,,,,907655993,4511A00007124,ZF2,02/05/2016,,,90,1350,1402.2,,,1.5
2390863,30,110A10641,NOISETTE 4X2.5KG,,,10,CS,100,105.1,,41998.57,ARS,0.11,6211,02/06/2016,,83085168,30,02/05/2016,,,6211,C,,,,,110A10641,NOISETTE 4X2.5KG,,,10,2425556,,10,,,,100,105.1,,0.11,4915212378,02/05/2016,,,10,1156R00018511,,,,907655993,4511A00007124,ZF2,02/05/2016,,,10,100,105.1,,,0.11
2390863,40,110A18951,SMILES 6X1.5KG,,,5,CS,45,47.55,,41998.57,ARS,0.06,6211,02/06/2016,,83085168,40,02/05/2016,,,6211,C,,,,,110A18951,SMILES 6X1.5KG,,,5,2425556,,5,,,,45,47.55,,0.06,4915212378,02/05/2016,,,5,1156R00018511,,,,907655993,4511A00007124,ZF2,02/05/2016,,,5,45,47.55,,,0.06
2390863,50,110A27631,NOISETTE 18X500G,,,5,CS,45,48,,41998.57,ARS,0.06,6211,02/06/2016,,83085168,50,02/05/2016,,,6211,C,,,,,110A27631,NOISETTE 18X500G,,,5,2425556,,5,,,,45,48,,0.06,4915212378,02/05/2016,,,5,1156R00018511,,,,907655993,4511A00007124,ZF2,02/05/2016,,,5,45,48,,,0.06
2390863,60,110A31091,CORTE TRADICIONAL 12X720G,,,5,CS,43.2,46.3,,41998.57,ARS,0.06,6211,02/06/2016,,83085168,60,02/05/2016,,,6211,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,5,2425556,,5,,,,43.2,46.3,,0.06,4915212378,02/05/2016,,,5,1156R00018511,,,,907655993,4511A00007124,ZF2,02/05/2016,,,5,43.2,46.3,,,0.06
2390874,10,110111091,"CORTE TRADICIONAL 6X2,5KG",,,120,CS,1800,1869.6,,100890,ARS,2,6245,02/06/2016,,83085356,10,02/05/2016,,,6245,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,120,2425186,,120,,,,1800,1869.6,,2,4915210516,02/05/2016,,,120,8094R00005794,,,,907655901,4514A00005362,ZF2,02/05/2016,,,120,1800,1869.6,,,2
2390874,20,110A10641,NOISETTE 4X2.5KG,,,180,CS,1800,1891.8,,100890,ARS,2,6245,02/06/2016,,83085356,20,02/05/2016,,,6245,C,,,,,110A10641,NOISETTE 4X2.5KG,,,180,2425186,,180,,,,1800,1891.8,,2,4915210516,02/05/2016,,,180,8094R00005794,,,,907655901,4514A00005362,ZF2,02/05/2016,,,180,1800,1891.8,,,2
2390875,10,121JM1111,JAMON Y MORRONES 10X570G,,,2,CS,11.4,13.86,,6164.1,ARS,0.03,6207,02/06/2016,,83085169,10,02/05/2016,,,6207,C,,,,,121JM1111,JAMON Y MORRONES 10X570G,,,2,2425307,,2,,,,11.4,13.86,,0.03,4915211200,02/05/2016,,,2,8059R00160290,,,,907655950,4508A00083858,ZF2,02/05/2016,,,2,11.4,13.86,,,0.03
2390875,20,110A47331,SMILES 12X600G,,,10,CS,72,78.2,,6164.1,ARS,0.1,6207,02/06/2016,,83085169,20,02/05/2016,,,6207,C,,,,,110A47331,SMILES 12X600G,,,10,2425307,,10,,,,72,78.2,,0.1,4915211200,02/05/2016,,,10,8059R00160290,,,,907655950,4508A00083858,ZF2,02/05/2016,,,10,72,78.2,,,0.1
