TPPD,ORVT,OFVT,VEVT,NRPD,FEPD,HRPD,CPPD,OCPD,FCOC,FVOC,FPEN,STPD,DSST,DRST,CIST,CPST,TEST,PAST,PYDD,DSPY,BTPD,DSBT,CUBT,SPPD,DSSP,DRSP,CISP,CPSP,TESP,PASP,INSP,RGSP,ZSTP,ICPD,LIPD,PESP,CTSP,DSCT,UNPD,UMPD,PNPD,PBPD,VOPD,VLPD,MOPD,PLPD,STEN
ZOR,AR01,AR01,,2399031,02/09/2016,00/01/1900,,,02/09/2016,,02/11/2016,1000414310,,,,,,,,,,,,1000414310,CARREFOUR 6 SALGUERO,,CAPITAL FEDERAL,1425,,,,0,AR-BUE-SMK,DEL,,2,6207,,9,CS,115,119.94,,2109.71,ARS,0.12,C
ZOR,AR01,AR01,,2399071,02/09/2016,00/01/1900,,,02/09/2016,,02/11/2016,1000413269,,,,,,,,,,,,1000413269,SALKE FRESH S.R.L.,,SAN JUSTO,1754,,,,1,AR-BUE-DIS,DEL,,3,6207,,130,CS,2190,2275.4,,50504.4,ARS,2.5,C
ZOR,AR01,AR01,,2399182,02/09/2016,00/01/1900,,,02/09/2016,,02/09/2016,1000413928,,,,,,,,,,,,1000413928,DISCO 453 RUTA 9,,CORDOBA,5000,,,,3,AR-CTRO-CO,DEL,,2,6211,,12,CS,98.3,106.265,,3632.64,ARS,0.13,C
ZOR,AR01,AR01,,2399183,02/09/2016,00/01/1900,,,02/09/2016,,02/09/2016,1000413321,,,,,,,,,,,,1000413321,COOP.OBRERA 47 CNEL.PRINGLES II,,CORONEL PRINGLES,7530,,,,1,AR-SURN-PR,DEL,,2,6204,,10,CS,140.28,146.74,,2844.12,ARS,0.17,C
ZOR,AR01,AR01,,2399306,02/09/2016,00/01/1900,,,02/09/2016,,02/09/2016,1000413983,,,,,,,,,,,,1000413983,DISCO 441 ESTRADA,,CORDOBA,5000,,,,3,AR-CTRO-CO,DEL,,2,6211,,15,CS,109.6,121.655,,6745.35,ARS,0.21,C
ZOR,AR01,AR01,,2399353,02/09/2016,00/01/1900,,,02/09/2016,,02/09/2016,1001208784,,,,,,,,,,,,1001208784,COOP.OBRERA 113-NEUQUEN II,,NEUQUEN,,,,,,AR-SURO-NQ,DEL,,3,6202,,8,CS,69.68,74.62,,3073.26,ARS,0.1,C
ZOR,AR01,AR01,,2399540,02/09/2016,00/01/1900,,,02/09/2016,,02/09/2016,1000413745,,,,,,,,,,,,1000413745,DISCO 55 J.B.JUSTO,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,,2,CS,12.2,13.35,,1246.48,ARS,0.03,C
ZOR,AR01,AR01,,2399541,02/09/2016,00/01/1900,,,02/09/2016,,02/09/2016,1000413745,,,,,,,,,,,,1000413745,DISCO 55 J.B.JUSTO,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,,11,CS,98.6,105.39,,5071.28,ARS,0.14,C
ZOR,AR01,AR01,,2400553,02/09/2016,00/01/1900,,,02/09/2016,,02/09/2016,1000413299,,,,,,,,,,,,1000413299,COOP.OBRERA 98 MONTE HERMOSO II,,BAHIA BLANCA,8000,,,,1,AR-SURN-BB,DEL,,2,6204,,12,CS,116.16,123.52,,4051.24,ARS,0.15,C
ZOR,AR01,AR01,,2400554,02/09/2016,00/01/1900,,,02/09/2016,,02/09/2016,1000413372,,,,,,,,,,,,1000413372,COOP.OBRERA 77 VIEDMA,,VIEDMA,8500,,,,22,AR-SURN-VI,DEL,,2,6204,,4,CS,20.6,24.498,,2329.9,ARS,0.06,C
ZOR,AR01,AR01,,2401141,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414220,,,,,,,,,,,,1000414220,CARREFOUR 254 EXPRESS LAS LOMAS,,SAN ISIDRO,1642,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,19,20.23,,1096.42,ARS,0.02,C
ZOR,AR01,AR01,,2401142,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414279,,,,,,,,,,,,1000414279,CARREFOUR 130 EXPRESS MAR DEL PLATA,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,,2,CS,20.64,22.03,,911.69,ARS,0.04,C
ZOR,AR01,AR01,,2401143,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414367,,,,,,,,,,,,1000414367,CARREFOUR 211 ITALIA,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,36,37.98,,1306.85,ARS,0.05,C
ZOR,AR01,AR01,,2401144,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414296,,,,,,,,,,,,1000414296,CARREFOUR 191 EXPRESS MAR DEL PLATA,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,,2,CS,23.64,25.05,,828.41,ARS,0.03,C
ZOR,AR01,AR01,,2401145,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414363,,,,,,,,,,,,1000414363,CARREFOUR 252 ACASSUSO,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,9,9.6,,548.21,ARS,0.01,C
ZOR,AR01,AR01,,2401146,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414319,,,,,,,,,,,,1000414319,CARREFOUR 109 EXPRESS LA PLATA,,LA PLATA,1900,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,25,26.42,,1057.66,ARS,0.03,C
ZOR,AR01,AR01,,2401147,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414331,,,,,,,,,,,,1000414331,CARREFOUR 187 EXPRESS ESCOBAR,,ESCOBAR,1678,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,27,28.47,,974.6,ARS,0.04,C
ZOR,AR01,AR01,,2401148,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414256,,,,,,,,,,,,1000414256,CARREFOUR 120 EXPRESS BELGRANO,,CAPITAL FEDERAL,1428,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,27,28.55,,974.6,ARS,0.04,C
ZOR,AR01,AR01,,2401149,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414256,,,,,,,,,,,,1000414256,CARREFOUR 120 EXPRESS BELGRANO,,CAPITAL FEDERAL,1428,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,4.44,5.34,,723.45,ARS,0.02,C
ZOR,AR01,AR01,,2401150,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414306,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414306,CARREFOUR 5 VELEZ SARFIELD,,CAPITAL FEDERAL,1408,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,7.98,9.42,,799.97,ARS,0.03,C
ZOR,AR01,AR01,,2401152,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414263,,,,,,,,,,,,1000414263,CARREFOUR 275 EXPRESS BELGRANO,,CAPITAL FEDERAL,1426,,,,0,AR-BUE-SMK,DEL,,2,6207,,4,CS,36.64,39.1,,2091.17,ARS,0.06,C
ZOR,AR01,AR01,,2401153,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414305,,,,,,,,,,,,1000414305,CARREFOUR 8 LA PLATA,,LA PLATA,1900,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,4.7,5.6,,550.71,ARS,0.01,C
ZOR,AR01,AR01,,2401154,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414316,,,,,,,,,,,,1000414316,CARREFOUR 11 MALVINAS ARGENTINAS,,MALVINAS ARGENTINAS,1846,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,9.4,11.2,,1101.42,ARS,0.03,C
ZOR,AR01,AR01,,2401155,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414336,,,,,,,,,,,,1000414336,CARREFOUR 22 MAR DEL PLATA - CONSTI,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,,1,CS,4.7,5.6,,550.71,ARS,0.01,C
ZOR,AR01,AR01,,2401156,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414399,,,,,,,,,,,,1000414399,CARREFOUR 62 EXPRESS PILAR II,,PILAR,1629,,,,1,AR-BUE-SMK,DEL,,2,6207,,6,CS,29.02,34.165,,3931.71,ARS,0.09,C
ZOR,AR01,AR01,,2401157,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414359,,,,,,,,,,,,1000414359,CARREFOUR 241 EXPRESS LUJAN,,LUJAN,6700,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,4.7,5.6,,550.71,ARS,0.01,C
ZOR,AR01,AR01,,2401158,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414358,,,,,,,,,,,,1000414358,CARREFOUR 28 PILAR,,PILAR,1629,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,9.4,11.2,,1101.42,ARS,0.03,C
ZOR,AR01,AR01,,2401159,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414328,,,,,,,,,,,,1000414328,CARREFOUR 183 EXPRESS MASCHWITZ,,TIGRE,1623,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,16.68,18.66,,2087.43,ARS,0.05,C
ZOR,AR01,AR01,,2401160,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414266,,,,,,,,,,,,1000414266,CARREFOUR 206 BARRIO CARREFOUR,,CAPITAL FEDERAL,1425,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,13.6,14.96,,1410.4,ARS,0.04,C
ZOR,AR01,AR01,,2401161,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414248,,,,,,,,,,,,1000414248,CARREFOUR 226 EDISON,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,,4,CS,19.02,22.821,,2938.58,ARS,0.06,C
ZOR,AR01,AR01,,2401162,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414363,,,,,,,,,,,,1000414363,CARREFOUR 252 ACASSUSO,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,,8,CS,39.32,46.84,,5525.87,ARS,0.12,C
ZOR,AR01,AR01,,2401163,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414422,,,,,,,,,,,,1000414422,CARREFOUR 514 SUPER VILLA DEL PARQU,,CAPITAL FEDERAL,1419,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,7.98,9.42,,799.97,ARS,0.03,C
ZOR,AR01,AR01,,2401164,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414407,,,,,,,,,,,,1000414407,CARREFOUR 381 SUPER RECOLETA II,,CAPITAL FEDERAL,1000,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,9.14,10.94,,1274.16,ARS,0.03,C
ZOR,AR01,AR01,,2401165,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414418,,,,,,,,,,,,1000414418,CARREFOUR 519 SUPER LACROZE,,CAPITAL FEDERAL,1000,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,9.64,11.685,,1592.99,ARS,0.03,C
ZOR,AR01,AR01,,2401166,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414255,,,,,,,,,,,,1000414255,CARREFOUR 271 EXPRESS NU•EZ,,CAPITAL FEDERAL,1428,,,,0,AR-BUE-SMK,DEL,,2,6207,,3,CS,16.7,19.67,,2154.43,ARS,0.04,C
ZOR,AR01,AR01,,2401167,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414376,,,,,,,,,,,,1000414376,CARREFOUR 295 EXPRESS GRANADEROS,,CORDOBA,5009,,,,3,AR-CTRO-CO,DEL,,2,6211,,1,CS,4.7,5.6,,550.71,ARS,0.01,C
ZOR,AR01,AR01,,2401168,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414263,,,,,,,,,,,,1000414263,CARREFOUR 275 EXPRESS BELGRANO,,CAPITAL FEDERAL,1426,,,,0,AR-BUE-SMK,DEL,,2,6207,,4,CS,19.76,22.605,,2793.44,ARS,0.06,C
ZOR,AR01,AR01,,2401169,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414370,,,,,,,,,,,,1000414370,CARREFOUR 217 EXPRESS SAN MIGUEL,,SAN MIGUEL,1663,,,,1,AR-BUE-SMK,DEL,,2,6207,,5,CS,28.7,33.09,,3381.36,ARS,0.09,C
ZOR,AR01,AR01,,2401170,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414375,,,,,,,,,,,,1000414375,CARREFOUR 50 RECTA MARTINOLI,,CORDOBA,5021,,,,3,AR-CTRO-CO,DEL,,2,6211,,1,CS,4.7,5.845,,579.69,ARS,0.01,C
ZOR,AR01,AR01,,2401171,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414258,,,,,,,,,,,,1000414258,CARREFOUR 220 EXPRESS VILLA URQUIZA,,VILLA URQUIZA,1431,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,9.14,11.396,,1527.37,ARS,0.03,C
ZOR,AR01,AR01,,2401172,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414220,,,,,,,,,,,,1000414220,CARREFOUR 254 EXPRESS LAS LOMAS,,SAN ISIDRO,1642,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,4.7,5.6,,550.71,ARS,0.01,C
ZOR,AR01,AR01,,2401173,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414296,,,,,,,,,,,,1000414296,CARREFOUR 191 EXPRESS MAR DEL PLATA,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,,1,CS,4.44,5.34,,723.45,ARS,0.02,C
ZOR,AR01,AR01,,2401174,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414262,,,,,,,,,,,,1000414262,CARREFOUR 214 EXPRESS DEVOTO,,CAPITAL FEDERAL,1417,,,,0,AR-BUE-SMK,DEL,,2,6207,,3,CS,19.48,22.5,,2055.88,ARS,0.06,C
ZOR,AR01,AR01,,2401175,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414304,,,,,,,,,,,,1000414304,CARREFOUR 21 MORENO,,MORENO,1744,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,5.2,6.345,,869.54,ARS,0.01,C
ZOR,AR01,AR01,,2401176,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414331,,,,,,,,,,,,1000414331,CARREFOUR 187 EXPRESS ESCOBAR,,ESCOBAR,1678,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,4.7,5.845,,579.69,ARS,0.01,C
ZOR,AR01,AR01,,2401177,02/10/2016,00/01/1900,,,02/10/2016,,02/10/2016,1000413685,,,,,,,1000417461,WAL MART ARGENTINA S.R.L.,,,,1000413685,CD WALMART MORENO,,MORENO,1744,,,,1,AR-BUE-CDS,DEL,,2,6207,,501,CS,5726.02,5985.83,,182635.99,ARS,6.41,C
ZOR,AR01,AR01,,2401178,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414407,,,,,,,,,,,,1000414407,CARREFOUR 381 SUPER RECOLETA II,,CAPITAL FEDERAL,1000,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,12,12.76,,465.15,ARS,0.02,C
ZOR,AR01,AR01,,2401179,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414422,,,,,,,,,,,,1000414422,CARREFOUR 514 SUPER VILLA DEL PARQU,,CAPITAL FEDERAL,1419,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,9,9.6,,548.21,ARS,0.01,C
ZOR,AR01,AR01,,2401180,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414405,,,,,,,,,,,,1000414405,CARREFOUR 389 SUPER CARRANZA,,CAPITAL FEDERAL,1000,,,,0,AR-BUE-SMK,DEL,,2,6207,,3,CS,30.64,32.66,,1459.9,ARS,0.05,C
ZOR,AR01,AR01,,2401181,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414415,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414415,CARREFOUR 510 SUPER ALMAGRO,,CAPITAL FEDERAL,1200,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,20.4,21.66,,1244.55,ARS,0.03,C
ZOR,AR01,AR01,,2401182,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414309,,,,,,,,,,,,1000414309,CARREFOUR 2 VICENTE LOPEZ,,VICENTE LOPEZ,1638,,,,1,AR-BUE-SMK,DEL,,2,6207,,12,CS,61,72.576,,7783.7,ARS,0.21,C
ZOR,AR01,AR01,,2401183,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414257,,,,,,,,,,,,1000414257,CARREFOUR 228 EXPRESS ELCANO,,CAPITAL FEDERAL,1426,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,16.2,17.42,,986.78,ARS,0.02,C
ZOR,AR01,AR01,,2401184,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414358,,,,,,,,,,,,1000414358,CARREFOUR 28 PILAR,,PILAR,1629,,,,1,AR-BUE-SMK,DEL,,2,6207,,5,CS,65.64,69.81,,2392.2,ARS,0.08,C
ZOR,AR01,AR01,,2401185,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414306,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414306,CARREFOUR 5 VELEZ SARFIELD,,CAPITAL FEDERAL,1408,,,,0,AR-BUE-SMK,DEL,,2,6207,,7,CS,65.32,70.18,,3415.74,ARS,0.1,C
ZOR,AR01,AR01,,2401186,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414258,,,,,,,,,,,,1000414258,CARREFOUR 220 EXPRESS VILLA URQUIZA,,VILLA URQUIZA,1431,,,,0,AR-BUE-SMK,DEL,,2,6207,,4,CS,46,48.75,,1918.23,ARS,0.06,C
ZOR,AR01,AR01,,2401187,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414310,,,,,,,,,,,,1000414310,CARREFOUR 6 SALGUERO,,CAPITAL FEDERAL,1425,,,,0,AR-BUE-SMK,DEL,,2,6207,,3,CS,18.9,21.405,,2135.01,ARS,0.05,C
ZOR,AR01,AR01,,2401188,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414309,,,,,,,,,,,,1000414309,CARREFOUR 2 VICENTE LOPEZ,,VICENTE LOPEZ,1638,,,,1,AR-BUE-SMK,DEL,,2,6207,,5,CS,43.12,46.23,,1943.66,ARS,0.05,C
ZOR,AR01,AR01,,2401189,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414310,,,,,,,,,,,,1000414310,CARREFOUR 6 SALGUERO,,CAPITAL FEDERAL,1425,,,,0,AR-BUE-SMK,DEL,,2,6207,,5,CS,40.84,43.5,,3529.43,ARS,0.06,C
ZOR,AR01,AR01,,2401191,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414248,,,,,,,,,,,,1000414248,CARREFOUR 226 EDISON,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,19.2,20.5,,903.72,ARS,0.03,C
ZOR,AR01,AR01,,2401192,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414380,,,,,,,,,,,,1000414380,CARREFOUR 1 SAN ISIDRO,,SAN ISIDRO,1642,,,,1,AR-BUE-SMK,DEL,,2,6207,,5,CS,23.74,28.485,,3245.12,ARS,0.07,C
ZOR,AR01,AR01,,2401193,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414316,,,,,,,,,,,,1000414316,CARREFOUR 11 MALVINAS ARGENTINAS,,MALVINAS ARGENTINAS,1846,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,32.64,35.23,,1347.87,ARS,0.04,C
ZOR,AR01,AR01,,2401195,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414391,,,,,,,,,,,,1000414391,CARREFOUR 54 VILLA ALLENDE,,VILLA ALLENDE,5105,,,,3,AR-CTRO-VA,DEL,,2,6211,,1,CS,10,10.63,,548.21,ARS,0.01,C
ZOR,AR01,AR01,,2401196,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414268,,,,,,,,,,,,1000414268,CARREFOUR 219 EXPRESS DONATO,,CAPITAL FEDERAL,1616,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,5.4,5.87,,735.1,ARS,0.01,C
ZOR,AR01,AR01,,2401197,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414359,,,,,,,,,,,,1000414359,CARREFOUR 241 EXPRESS LUJAN,,LUJAN,6700,,,,1,AR-BUE-SMK,DEL,,2,6207,,7,CS,83.4,88.05,,3437.4,ARS,0.11,C
ZOR,AR01,AR01,,2401198,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414304,,,,,,,,,,,,1000414304,CARREFOUR 21 MORENO,,MORENO,1744,,,,1,AR-BUE-SMK,DEL,,2,6207,,5,CS,43.2,46.3,,1594.8,ARS,0.06,C
ZOR,AR01,AR01,,2401199,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414360,,,,,,,,,,,,1000414360,CARREFOUR 232 EXPRESS CAMPANA II,,CAMPANA,2804,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,34,35.94,,1516.44,ARS,0.05,C
ZOR,AR01,AR01,,2401200,02/10/2016,00/01/1900,,,02/10/2016,,02/11/2016,1000414278,,,,,,,,,,,,1000414278,CARREFOUR 144 EXPRESS LA PLATA II,,LA PLATA,1900,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,12,12.68,,465.15,ARS,0.02,C
