TPPD,ORVT,OFVT,VEVT,NRPD,FEPD,HRPD,CPPD,OCPD,FCOC,FVOC,FPEN,STPD,DSST,DRST,CIST,CPST,TEST,PAST,PYDD,DSPY,BTPD,DSBT,CUBT,SPPD,DSSP,DRSP,CISP,CPSP,TESP,PASP,INSP,RGSP,ZSTP,ICPD,LIPD,PESP,CTSP,DSCT,UNPD,UMPD,PNPD,PBPD,VOPD,VLPD,MOPD,PLPD,STEN
ZOR,AR01,AR01,,2382751,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414256,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414256,CARREFOUR 120 EXPRESS BELGRANO,,CAPITAL FEDERAL,1428,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,9,9,6,,548,21,ARS,0,01,C
ZOR,AR01,AR01,,2382752,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414279,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414279,CARREFOUR 130 EXPRESS MAR DEL PLATA,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,,1,CS,9,9,6,,548,21,ARS,0,01,C
ZOR,AR01,AR01,,2382754,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414262,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414262,CARREFOUR 214 EXPRESS DEVOTO,,CAPITAL FEDERAL,1417,,,,0,AR-BUE-SMK,DEL,,2,6207,,10,CS,96,72,102,86,,5479,31,ARS,0,13,C
ZOR,AR01,AR01,,2382755,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414367,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414367,CARREFOUR 211 ITALIA,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,,5,CS,48,84,52,01,,2191,74,ARS,0,07,C
ZOR,AR01,AR01,,2382756,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414319,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414319,CARREFOUR 109 EXPRESS LA PLATA,,LA PLATA,1900,,,,1,AR-BUE-SMK,DEL,,2,6207,,4,CS,38,28,40,89,,1778,86,ARS,0,06,C
ZOR,AR01,AR01,,2382757,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414331,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414331,CARREFOUR 187 EXPRESS ESCOBAR,,ESCOBAR,1678,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,10,10,63,,548,21,ARS,0,01,C
ZOR,AR01,AR01,,2382758,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414382,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414382,CARREFOUR 198 EXPRESS CABILDO,,CAPITAL FEDERAL,8118,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,23,64,25,05,,828,41,ARS,0,03,C
ZOR,AR01,AR01,,2382759,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414309,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414309,CARREFOUR 2 VICENTE LOPEZ,,VICENTE LOPEZ,1638,,,,1,AR-BUE-SMK,DEL,,2,6207,,11,CS,91,72,98,9,,4353,3,ARS,0,12,C
ZOR,AR01,AR01,,2382761,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414336,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414336,CARREFOUR 22 MAR DEL PLATA - CONSTI,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,,27,CS,289,92,308,01,,12217,91,ARS,0,39,C
ZOR,AR01,AR01,,2382762,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414305,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414305,CARREFOUR 8 LA PLATA,,LA PLATA,1900,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,12,12,76,,465,15,ARS,0,02,C
ZOR,AR01,AR01,,2382763,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414308,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414308,CARREFOUR 26 WARNES,,CAPITAL FEDERAL,1427,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,24,25,3,,841,7,ARS,0,03,C
ZOR,AR01,AR01,,2382764,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414399,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414399,CARREFOUR 62 EXPRESS PILAR II,,PILAR,1629,,,,1,AR-BUE-SMK,DEL,,2,6207,,7,CS,62,88,67,14,,3245,8,ARS,0,09,C
ZOR,AR01,AR01,,2382765,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414391,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414391,CARREFOUR 54 VILLA ALLENDE,,VILLA ALLENDE,5105,,,,3,AR-CTRO-VA,DEL,,2,6211,,1,CS,7,2,7,82,,438,57,ARS,0,01,C
ZOR,AR01,AR01,,2382766,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414358,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414358,CARREFOUR 28 PILAR,,PILAR,1629,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,39,41,12,,1395,45,ARS,0,06,C
ZOR,AR01,AR01,,2382767,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414248,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414248,CARREFOUR 226 EDISON,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,32,4,34,42,,1709,7,ARS,0,05,C
ZOR,AR01,AR01,,2382768,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414257,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414257,CARREFOUR 228 EXPRESS ELCANO,,CAPITAL FEDERAL,1426,,,,0,AR-BUE-SMK,DEL,,2,6207,,4,CS,34,68,37,05,,1921,45,ARS,0,06,C
ZOR,AR01,AR01,,2382769,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414335,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414335,CARREFOUR 24 CORDOBA - BARRIO JARDI,,CORDOBA,5000,,,,3,AR-CTRO-CO,DEL,,2,6211,,1,CS,8,64,9,27,,446,54,ARS,0,02,C
ZOR,AR01,AR01,,2382770,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414359,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414359,CARREFOUR 241 EXPRESS LUJAN,,LUJAN,6700,,,,1,AR-BUE-SMK,DEL,,2,6207,,6,CS,78,82,32,,2765,47,ARS,0,1,C
ZOR,AR01,AR01,,2382772,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414307,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414307,CARREFOUR 3 SAN LORENZO,,CAPITAL FEDERAL,1250,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,24,25,47,,949,17,ARS,0,03,C
ZOR,AR01,AR01,,2382773,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414306,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414306,CARREFOUR 5 VELEZ SARFIELD,,CAPITAL FEDERAL,1408,,,,0,AR-BUE-SMK,DEL,,2,6207,,3,CS,26,04,27,78,,1474,91,ARS,0,04,C
ZOR,AR01,AR01,,2382776,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414380,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414380,CARREFOUR 1 SAN ISIDRO,,SAN ISIDRO,1642,,,,1,AR-BUE-SMK,DEL,,2,6207,,9,CS,93,24,99,49,,4186,07,ARS,0,13,C
ZOR,AR01,AR01,,2382778,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414316,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414316,CARREFOUR 11 MALVINAS ARGENTINAS,,MALVINAS ARGENTINAS,1846,,,,1,AR-BUE-SMK,DEL,,2,6207,,10,CS,101,2,107,68,,4042,59,ARS,0,14,C
ZOR,AR01,AR01,,2382779,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414304,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414304,CARREFOUR 21 MORENO,,MORENO,1744,,,,1,AR-BUE-SMK,DEL,,2,6207,,4,CS,37,92,40,54,,1422,03,ARS,0,05,C
ZOR,AR01,AR01,,2382780,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414258,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414258,CARREFOUR 220 EXPRESS VILLA URQUIZA,,VILLA URQUIZA,1431,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,17,4,18,55,,1200,25,ARS,0,03,C
ZOR,AR01,AR01,,2382781,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414255,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414255,CARREFOUR 271 EXPRESS NUÑEZ,,CAPITAL FEDERAL,1428,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,24,25,33,,886,ARS,0,04,C
ZOR,AR01,AR01,,2382783,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414370,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414370,CARREFOUR 217 EXPRESS SAN MIGUEL,,SAN MIGUEL,1663,,,,1,AR-BUE-SMK,DEL,,2,6207,,6,CS,64,68,68,66,,2984,65,ARS,0,1,C
ZOR,AR01,AR01,,2382784,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414296,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414296,CARREFOUR 191 EXPRESS MAR DEL PLATA,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,2,6245,,6,CS,66,28,70,24,,2537,28,ARS,0,08,C
ZOR,AR01,AR01,,2382785,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414328,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414328,CARREFOUR 183 EXPRESS MASCHWITZ,,TIGRE,1623,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,29,4,31,31,,1665,4,ARS,0,05,C
ZOR,AR01,AR01,,2382786,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414263,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414263,CARREFOUR 275 EXPRESS BELGRANO,,CAPITAL FEDERAL,1426,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,10,10,63,,548,21,ARS,0,01,C
ZOR,AR01,AR01,,2382787,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414361,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414361,CARREFOUR 210 EXPRESS ZARATE,,ZARATE,2800,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,29,4,31,2,,1621,1,ARS,0,05,C
ZOR,AR01,AR01,,2382788,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414411,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414411,CARREFOUR 490 SUPER RECOLETA I,,CAPITAL FEDERAL,1000,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,5,4,5,87,,735,1,ARS,0,01,C
ZOR,AR01,AR01,,2382789,02/03/2016,00/01/1900,,,02/03/2016,,02/04/2016,1000414230,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414230,CARREFOUR 289 EXPRESS LUJAN DE CUYO,,LUJAN DE CUYO,5507,,,,7,AR-CUYO-LC,DEL,,2,6201,,5,CS,46,68,49,84,,2430,9,ARS,0,08,C
