NRPD,POIT,MTPD,DSMT,13MT,14MT,CPIT,UMIT,PNIT,PBIT,VOIT,VLIT,MOIT,PLIT,CEIT,FEIT,STIP,ENIT,POEN,FEEN,HREN,CPEN,CTEN,STIT,BQEN,DSBQ,BQFA,DSBF,MTEN,DSEN,13EN,14EN,CPCP,SHID,HSID,CCEN,FECE,HRCE,CPCE,PNCC,PBCC,VOCC,PLCC,ENPG,PGFE,PGHR,PGUS,CDEN,ENRE,REFE,REHR,REUS,ENFA,ENFE,FATY,FAFE,FAHR,FAUS,CTFA,PNFA,PBFA,VOFA,VLFA,PLFA
2394979,80,110A47331,SMILES 12X600G,,,6,CS,43.2,46.92,,16732.27,ARS,0.06,6207,02/08/2016,,83089786,80,02/08/2016,,,6207,B,,,,,110A47331,SMILES 12X600G,,,6,2440363,,6,,,,43.2,46.92,,0.06,4915304649,02/12/2016,,,6,8059R00160802,,,,907656730,4508A00084295,ZF2,02/12/2016,,,6,43.2,46.92,,,0.06
2394979,90,129MZ1101,FANATICA - MOZZARELLA 12X450G,,,1,CS,5.4,5.778,,16732.27,ARS,0.01,6207,02/08/2016,,83089786,90,02/08/2016,,,6207,B,,,,,129MZ1101,FANATICA - MOZZARELLA 12X450G,,,1,2440363,,1,,,,5.4,5.778,,0.01,4915304649,02/12/2016,,,1,8059R00160802,,,,907656730,4508A00084295,ZF2,02/12/2016,,,1,5.4,5.778,,,0.01
2394979,100,110B29751,BATATA 12X720G,,,2,CS,17.28,19.52,,16732.27,ARS,0.02,6207,02/08/2016,,83089786,100,02/08/2016,,,6207,B,,,,,110B29751,BATATA 12X720G,,,2,2440363,,2,,,,17.28,19.52,,0.02,4915304649,02/12/2016,,,2,8059R00160802,,,,907656730,4508A00084295,ZF2,02/12/2016,,,2,17.28,19.52,,,0.02
2394979,110,112353011,NOISETTE FINAS HIERBAS 18X500G,,,1,CS,9,9.6,,16732.27,ARS,0.01,6207,02/08/2016,,83089786,110,02/08/2016,,,6207,B,,,,,112353011,NOISETTE FINAS HIERBAS 18X500G,,,1,2440363,,1,,,,9,9.6,,0.01,4915304649,02/12/2016,,,1,8059R00160802,,,,907656730,4508A00084295,ZF2,02/12/2016,,,1,9,9.6,,,0.01
2394979,120,112352811,NOISETTE JAMON Y QUESO 18X500G,,,1,CS,9,9.6,,16732.27,ARS,0.01,6207,02/08/2016,,,,,,,,,,,,,,,,,0,2440363,,0,,,,0,0,,0,,,,,0,8059R00160802,,,,,4508A00084295,ZF2,,,,0,0,0,,,0
2394979,130,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,3,CS,36,38.04,,16732.27,ARS,0.05,6207,02/08/2016,,83089786,130,02/08/2016,,,6207,B,,,,,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,3,2440363,,3,,,,36,38.04,,0.05,4915304649,02/12/2016,,,3,8059R00160802,,,,907656730,4508A00084295,ZF2,02/12/2016,,,3,36,38.04,,,0.05
2394979,140,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,2,CS,10.8,11.74,,16732.27,ARS,0.02,6207,02/08/2016,,83089786,140,02/08/2016,,,6207,B,,,,,1000002579,BASTONCITOS DE MOZZARELLA 18 X 0.30KG,,,2,2440363,,2,,,,10.8,11.74,,0.02,4915304649,02/12/2016,,,2,8059R00160802,,,,907656730,4508A00084295,ZF2,02/12/2016,,,2,10.8,11.74,,,0.02
2394979,150,1000002583,MINI-TORTILLA DE  PAPA 32 X 0.210KG,,,1,CS,6.72,7.17,,16732.27,ARS,0.01,6207,02/08/2016,,83089786,150,02/08/2016,,,6207,B,,,,,1000002583,MINI-TORTILLA DE  PAPA 32 X 0.210KG,,,1,2440363,,1,,,,6.72,7.17,,0.01,4915304649,02/12/2016,,,1,8059R00160802,,,,907656730,4508A00084295,ZF2,02/12/2016,,,1,6.72,7.17,,,0.01
2394979,160,1000002582,MINI TORTILLA DE  ESPINACA 32 X 0.210 KG,,,1,CS,6.72,7.17,,16732.27,ARS,0.01,6207,02/08/2016,,83089786,160,02/08/2016,,,6207,B,,,,,1000002582,MINI TORTILLA DE  ESPINACA 32 X 0.210 KG,,,1,2440363,,1,,,,6.72,7.17,,0.01,4915304649,02/12/2016,,,1,8059R00160802,,,,907656730,4508A00084295,ZF2,02/12/2016,,,1,6.72,7.17,,,0.01
2395041,10,110A77451,CORTE TRADICIONAL 12X1KG,,,15,CS,180,189.75,,9593.85,ARS,0.23,6257,02/08/2016,,83106788,10,02/12/2016,,,6257,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,15,2440894,,15,,,,180,189.75,,0.23,4915306810,02/12/2016,,,15,8520R00000007,,,,907656773,4520A00000008,ZF2,02/12/2016,,,15,180,189.75,,,0.23
2395041,20,110A31091,CORTE TRADICIONAL 12X720G,,,15,CS,129.6,138.9,,9593.85,ARS,0.17,6257,02/08/2016,,83106788,20,02/12/2016,,,6257,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,15,2440894,,15,,,,129.6,138.9,,0.17,4915306810,02/12/2016,,,15,8520R00000007,,,,907656773,4520A00000008,ZF2,02/12/2016,,,15,129.6,138.9,,,0.17
2395047,10,110A77451,CORTE TRADICIONAL 12X1KG,,,3,CS,36,37.95,,5382.91,ARS,0.05,6202,02/08/2016,,83089903,10,02/08/2016,,,6202,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,3,2435095,,3,,,,36,37.95,,0.05,4915276206,02/10/2016,,,3,8160R00005131,,,,907656355,4503A00003192,ZF2,02/10/2016,,,3,36,37.95,,,0.05
2395047,20,110A21991,GOLDEN LONGS 12X1KG,,,3,CS,36,38.28,,5382.91,ARS,0.05,6202,02/08/2016,,83089903,20,02/08/2016,,,6202,C,,,,,110A21991,GOLDEN LONGS 12X1KG,,,3,2435095,,3,,,,36,38.28,,0.05,4915276206,02/10/2016,,,3,8160R00005131,,,,907656355,4503A00003192,ZF2,02/10/2016,,,3,36,38.28,,,0.05
2395047,30,110A27631,NOISETTE 18X500G,,,2,CS,18,19.2,,5382.91,ARS,0.03,6202,02/08/2016,,83089903,30,02/08/2016,,,6202,C,,,,,110A27631,NOISETTE 18X500G,,,2,2435095,,2,,,,18,19.2,,0.03,4915276206,02/10/2016,,,2,8160R00005131,,,,907656355,4503A00003192,ZF2,02/10/2016,,,2,18,19.2,,,0.03
2395047,40,110A31091,CORTE TRADICIONAL 12X720G,,,5,CS,43.2,46.3,,5382.91,ARS,0.06,6202,02/08/2016,,83089903,40,02/08/2016,,,6202,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,5,2435095,,5,,,,43.2,46.3,,0.06,4915276206,02/10/2016,,,5,8160R00005131,,,,907656355,4503A00003192,ZF2,02/10/2016,,,5,43.2,46.3,,,0.06
2395047,50,110A47331,SMILES 12X600G,,,2,CS,14.4,15.64,,5382.91,ARS,0.02,6202,02/08/2016,,83089903,50,02/08/2016,,,6202,C,,,,,110A47331,SMILES 12X600G,,,2,2435095,,2,,,,14.4,15.64,,0.02,4915276206,02/10/2016,,,2,8160R00005131,,,,907656355,4503A00003192,ZF2,02/10/2016,,,2,14.4,15.64,,,0.02
2395117,10,110A77451,CORTE TRADICIONAL 12X1KG,,,2,CS,24,25.3,,2028.88,ARS,0.03,6201,02/08/2016,,83089904,10,02/08/2016,,,6201,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,2,2434716,,2,,,,24,25.3,,0.03,4915274461,02/10/2016,,,2,8163R00009853,,,,907656131,4502A00005055,ZF2,02/10/2016,,,2,24,25.3,,,0.03
2395117,20,110A27631,NOISETTE 18X500G,,,1,CS,9,9.6,,2028.88,ARS,0.01,6201,02/08/2016,,83089904,20,02/08/2016,,,6201,C,,,,,110A27631,NOISETTE 18X500G,,,1,2434716,,1,,,,9,9.6,,0.01,4915274461,02/10/2016,,,1,8163R00009853,,,,907656131,4502A00005055,ZF2,02/10/2016,,,1,9,9.6,,,0.01
2395117,30,110A31091,CORTE TRADICIONAL 12X720G,,,3,CS,25.92,27.78,,2028.88,ARS,0.03,6201,02/08/2016,,83089904,30,02/08/2016,,,6201,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,3,2434716,,3,,,,25.92,27.78,,0.03,4915274461,02/10/2016,,,3,8163R00009853,,,,907656131,4502A00005055,ZF2,02/10/2016,,,3,25.92,27.78,,,0.03
2395169,10,110A10641,NOISETTE 4X2.5KG,,,4,CS,40,42.04,,2077.12,ARS,0.04,6201,02/08/2016,,83089938,10,02/08/2016,,,6201,C,,,,,110A10641,NOISETTE 4X2.5KG,,,4,2434716,,4,,,,40,42.04,,0.04,4915274428,02/10/2016,,,4,8163R00009836,,,,907656146,4502A00005070,ZF2,02/10/2016,,,4,40,42.04,,,0.04
2395169,20,110111091,"CORTE TRADICIONAL 6X2,5KG",,,4,CS,60,62.32,,2077.12,ARS,0.07,6201,02/08/2016,,83089938,20,02/08/2016,,,6201,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,4,2434716,,4,,,,60,62.32,,0.07,4915274428,02/10/2016,,,4,8163R00009836,,,,907656146,4502A00005070,ZF2,02/10/2016,,,4,60,62.32,,,0.07
2395274,10,110A20801,RONDELLES 12X1KG,,,1,CS,12,12.79,,1810.58,ARS,0.01,6201,02/08/2016,,83090173,10,02/08/2016,,,6201,C,,,,,110A20801,RONDELLES 12X1KG,,,1,2434716,,1,,,,12,12.79,,0.01,4915274429,02/10/2016,,,1,8163R00009837,,,,907656136,4502A00005060,ZF2,02/10/2016,,,1,12,12.79,,,0.01
2395274,20,110A21991,GOLDEN LONGS 12X1KG,,,1,CS,12,12.76,,1810.58,ARS,0.02,6201,02/08/2016,,83090173,20,02/08/2016,,,6201,C,,,,,110A21991,GOLDEN LONGS 12X1KG,,,1,2434716,,1,,,,12,12.76,,0.02,4915274429,02/10/2016,,,1,8163R00009837,,,,907656136,4502A00005060,ZF2,02/10/2016,,,1,12,12.76,,,0.02
2395274,30,110A27631,NOISETTE 18X500G,,,1,CS,9,9.6,,1810.58,ARS,0.01,6201,02/08/2016,,83090173,30,02/08/2016,,,6201,C,,,,,110A27631,NOISETTE 18X500G,,,1,2434716,,1,,,,9,9.6,,0.01,4915274429,02/10/2016,,,1,8163R00009837,,,,907656136,4502A00005060,ZF2,02/10/2016,,,1,9,9.6,,,0.01
2395274,40,110A31091,CORTE TRADICIONAL 12X720G,,,2,CS,17.28,18.52,,1810.58,ARS,0.02,6201,02/08/2016,,83090173,40,02/08/2016,,,6201,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,2,2434716,,2,,,,17.28,18.52,,0.02,4915274429,02/10/2016,,,2,8163R00009837,,,,907656136,4502A00005060,ZF2,02/10/2016,,,2,17.28,18.52,,,0.02
2395306,10,110A77451,CORTE TRADICIONAL 12X1KG,,,2,CS,24,25.3,,7466.04,ARS,0.03,6201,02/08/2016,,83090176,10,02/08/2016,,,6201,C,,,,,110A77451,CORTE TRADICIONAL 12X1KG,,,2,2434716,,2,,,,24,25.3,,0.03,4915274430,02/10/2016,,,2,8163R00009838,,,,907656135,4502A00005059,ZF2,02/10/2016,,,2,24,25.3,,,0.03
2395306,20,110A20801,RONDELLES 12X1KG,,,1,CS,12,12.79,,7466.04,ARS,0.01,6201,02/08/2016,,83090176,20,02/08/2016,,,6201,C,,,,,110A20801,RONDELLES 12X1KG,,,1,2434716,,1,,,,12,12.79,,0.01,4915274430,02/10/2016,,,1,8163R00009838,,,,907656135,4502A00005059,ZF2,02/10/2016,,,1,12,12.79,,,0.01
2395306,30,110A21991,GOLDEN LONGS 12X1KG,,,1,CS,12,12.76,,7466.04,ARS,0.02,6201,02/08/2016,,83090176,30,02/08/2016,,,6201,C,,,,,110A21991,GOLDEN LONGS 12X1KG,,,1,2434716,,1,,,,12,12.76,,0.02,4915274430,02/10/2016,,,1,8163R00009838,,,,907656135,4502A00005059,ZF2,02/10/2016,,,1,12,12.76,,,0.02
2395306,40,121JM1111,JAMON Y MORRONES 10X570G,,,1,CS,5.7,6.93,,7466.04,ARS,0.02,6201,02/08/2016,,83090176,40,02/08/2016,,,6201,C,,,,,121JM1111,JAMON Y MORRONES 10X570G,,,1,2434716,,1,,,,5.7,6.93,,0.02,4915274430,02/10/2016,,,1,8163R00009838,,,,907656135,4502A00005059,ZF2,02/10/2016,,,1,5.7,6.93,,,0.02
2395306,50,110A27631,NOISETTE 18X500G,,,2,CS,18,19.2,,7466.04,ARS,0.03,6201,02/08/2016,,83090176,50,02/08/2016,,,6201,C,,,,,110A27631,NOISETTE 18X500G,,,2,2434716,,2,,,,18,19.2,,0.03,4915274430,02/10/2016,,,2,8163R00009838,,,,907656135,4502A00005059,ZF2,02/10/2016,,,2,18,19.2,,,0.03
2395306,60,121FZ1111,FUGAZZETA 10X480G,,,1,CS,4.8,5.945,,7466.04,ARS,0.02,6201,02/08/2016,,83090176,60,02/08/2016,,,6201,C,,,,,121FZ1111,FUGAZZETA 10X480G,,,1,2434716,,1,,,,4.8,5.945,,0.02,4915274430,02/10/2016,,,1,8163R00009838,,,,907656135,4502A00005059,ZF2,02/10/2016,,,1,4.8,5.945,,,0.02
2395306,70,110A31091,CORTE TRADICIONAL 12X720G,,,5,CS,43.2,46.3,,7466.04,ARS,0.06,6201,02/08/2016,,83090176,70,02/08/2016,,,6201,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,5,2434716,,5,,,,43.2,46.3,,0.06,4915274430,02/10/2016,,,5,8163R00009838,,,,907656135,4502A00005059,ZF2,02/10/2016,,,5,43.2,46.3,,,0.06
2395306,80,110A47331,SMILES 12X600G,,,1,CS,7.2,7.82,,7466.04,ARS,0.01,6201,02/08/2016,,83090176,80,02/08/2016,,,6201,C,,,,,110A47331,SMILES 12X600G,,,1,2434716,,1,,,,7.2,7.82,,0.01,4915274430,02/10/2016,,,1,8163R00009838,,,,907656135,4502A00005059,ZF2,02/10/2016,,,1,7.2,7.82,,,0.01
2395306,90,121CQ1121,CUATRO QUESOS 10X520GR,,,1,CS,5.2,6.345,,7466.04,ARS,0.01,6201,02/08/2016,,83090176,90,02/08/2016,,,6201,C,,,,,121CQ1121,CUATRO QUESOS 10X520GR,,,1,2434716,,1,,,,5.2,6.345,,0.01,4915274430,02/10/2016,,,1,8163R00009838,,,,907656135,4502A00005059,ZF2,02/10/2016,,,1,5.2,6.345,,,0.01
2395306,100,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,CS,12,12.68,,7466.04,ARS,0.02,6201,02/08/2016,,83090176,100,02/08/2016,,,6201,C,,,,,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,2434716,,1,,,,12,12.68,,0.02,4915274430,02/10/2016,,,1,8163R00009838,,,,907656135,4502A00005059,ZF2,02/10/2016,,,1,12,12.68,,,0.02
2395306,110,1000002583,MINI-TORTILLA DE  PAPA 32 X 0.210KG,,,1,CS,6.72,7.17,,7466.04,ARS,0.01,6201,02/08/2016,,83090176,110,02/08/2016,,,6201,C,,,,,1000002583,MINI-TORTILLA DE  PAPA 32 X 0.210KG,,,1,2434716,,1,,,,6.72,7.17,,0.01,4915274430,02/10/2016,,,1,8163R00009838,,,,907656135,4502A00005059,ZF2,02/10/2016,,,1,6.72,7.17,,,0.01
2395378,10,110111091,"CORTE TRADICIONAL 6X2,5KG",,,2,CS,30,31.16,,473.12,ARS,0.03,6201,02/08/2016,,83090249,10,02/08/2016,,,6201,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,2,2434716,,2,,,,30,31.16,,0.03,4915274431,02/10/2016,,,2,8163R00009839,,,,907656140,4502A00005064,ZF2,02/10/2016,,,2,30,31.16,,,0.03
2395379,10,112352911,NOISETTE PANCETA Y CEBOLLA 18X500G,,,1,CS,9,9.6,,1090.1,ARS,0.01,6201,02/08/2016,,83090250,10,02/08/2016,,,6201,C,,,,,112352911,NOISETTE PANCETA Y CEBOLLA 18X500G,,,1,2434716,,1,,,,9,9.6,,0.01,4915274432,02/10/2016,,,1,8163R00009840,,,,907656137,4502A00005061,ZF2,02/10/2016,,,1,9,9.6,,,0.01
2395379,20,112353011,NOISETTE FINAS HIERBAS 18X500G,,,1,CS,9,9.6,,1090.1,ARS,0.01,6201,02/08/2016,,83090250,20,02/08/2016,,,6201,C,,,,,112353011,NOISETTE FINAS HIERBAS 18X500G,,,1,2434716,,1,,,,9,9.6,,0.01,4915274432,02/10/2016,,,1,8163R00009840,,,,907656137,4502A00005061,ZF2,02/10/2016,,,1,9,9.6,,,0.01
2395380,10,110A10641,NOISETTE 4X2.5KG,,,15,CS,150,157.65,,8104.03,ARS,0.17,6210,02/08/2016,,83090251,10,02/08/2016,,,6210,C,,,,,110A10641,NOISETTE 4X2.5KG,,,15,2435155,,15,,,,150,157.65,,0.17,4915276381,02/10/2016,,,15,1160R00007903,,,,907656275,4510A00003375,ZF2,02/10/2016,,,15,150,157.65,,,0.17
2395380,20,110111091,"CORTE TRADICIONAL 6X2,5KG",,,13,CS,195,202.54,,8104.03,ARS,0.22,6210,02/08/2016,,83090251,20,02/08/2016,,,6210,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,13,2435155,,13,,,,195,202.54,,0.22,4915276381,02/10/2016,,,13,1160R00007903,,,,907656275,4510A00003375,ZF2,02/10/2016,,,13,195,202.54,,,0.22
2395380,30,110100801,"ESPAÑOLA 6X2,5KG",,,3,CS,45,46.8,,8104.03,ARS,0.05,6210,02/08/2016,,83090251,30,02/08/2016,,,6210,C,,,,,110100801,"ESPAÑOLA 6X2,5KG",,,3,2435155,,3,,,,45,46.8,,0.05,4915276381,02/10/2016,,,3,1160R00007903,,,,907656275,4510A00003375,ZF2,02/10/2016,,,3,45,46.8,,,0.05
2395381,10,110A10641,NOISETTE 4X2.5KG,,,2,CS,20,21.02,,1038.56,ARS,0.02,6201,02/08/2016,,83090252,10,02/08/2016,,,6201,C,,,,,110A10641,NOISETTE 4X2.5KG,,,2,2434716,,2,,,,20,21.02,,0.02,4915274433,02/10/2016,,,2,8163R00009841,,,,907656138,4502A00005062,ZF2,02/10/2016,,,2,20,21.02,,,0.02
2395381,20,110111091,"CORTE TRADICIONAL 6X2,5KG",,,2,CS,30,31.16,,1038.56,ARS,0.03,6201,02/08/2016,,83090252,20,02/08/2016,,,6201,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,2,2434716,,2,,,,30,31.16,,0.03,4915274433,02/10/2016,,,2,8163R00009841,,,,907656138,4502A00005062,ZF2,02/10/2016,,,2,30,31.16,,,0.03
2395382,10,110111091,"CORTE TRADICIONAL 6X2,5KG",,,7,CS,105,109.06,,1655.92,ARS,0.12,6201,02/08/2016,,83090253,10,02/08/2016,,,6201,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,7,2434716,,7,,,,105,109.06,,0.12,4915274434,02/10/2016,,,7,8163R00009842,,,,907656145,4502A00005069,ZF2,02/10/2016,,,7,105,109.06,,,0.12
2395403,10,110A10641,NOISETTE 4X2.5KG,,,2,CS,20,21.02,,1748.24,ARS,0.02,6201,02/08/2016,,83090316,10,02/08/2016,,,6201,C,,,,,110A10641,NOISETTE 4X2.5KG,,,2,2434716,,2,,,,20,21.02,,0.02,4915274435,02/10/2016,,,2,8163R00009843,,,,907656139,4502A00005063,ZF2,02/10/2016,,,2,20,21.02,,,0.02
2395403,20,110111091,"CORTE TRADICIONAL 6X2,5KG",,,5,CS,75,77.9,,1748.24,ARS,0.08,6201,02/08/2016,,83090316,20,02/08/2016,,,6201,C,,,,,110111091,"CORTE TRADICIONAL 6X2,5KG",,,5,2434716,,5,,,,75,77.9,,0.08,4915274435,02/10/2016,,,5,8163R00009843,,,,907656139,4502A00005063,ZF2,02/10/2016,,,5,75,77.9,,,0.08
2395429,10,110A21991,GOLDEN LONGS 12X1KG,,,2,CS,24,25.52,,4370.51,ARS,0.03,6201,02/08/2016,,83090317,10,02/08/2016,,,6201,C,,,,,110A21991,GOLDEN LONGS 12X1KG,,,2,2434716,,2,,,,24,25.52,,0.03,4915274458,02/10/2016,,,2,8163R00009851,,,,907656132,4502A00005056,ZF2,02/10/2016,,,2,24,25.52,,,0.03
2395429,20,110A27631,NOISETTE 18X500G,,,2,CS,18,19.2,,4370.51,ARS,0.03,6201,02/08/2016,,83090317,20,02/08/2016,,,6201,C,,,,,110A27631,NOISETTE 18X500G,,,2,2434716,,2,,,,18,19.2,,0.03,4915274458,02/10/2016,,,2,8163R00009851,,,,907656132,4502A00005056,ZF2,02/10/2016,,,2,18,19.2,,,0.03
2395429,30,110A31091,CORTE TRADICIONAL 12X720G,,,1,CS,8.64,9.26,,4370.51,ARS,0.01,6201,02/08/2016,,83090317,30,02/08/2016,,,6201,C,,,,,110A31091,CORTE TRADICIONAL 12X720G,,,1,2434716,,1,,,,8.64,9.26,,0.01,4915274458,02/10/2016,,,1,8163R00009851,,,,907656132,4502A00005056,ZF2,02/10/2016,,,1,8.64,9.26,,,0.01
2395429,40,110A47331,SMILES 12X600G,,,1,CS,7.2,7.82,,4370.51,ARS,0.01,6201,02/08/2016,,83090317,40,02/08/2016,,,6201,C,,,,,110A47331,SMILES 12X600G,,,1,2434716,,1,,,,7.2,7.82,,0.01,4915274458,02/10/2016,,,1,8163R00009851,,,,907656132,4502A00005056,ZF2,02/10/2016,,,1,7.2,7.82,,,0.01
2395429,50,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4.7,5.6,,4370.51,ARS,0.01,6201,02/08/2016,,83090317,50,02/08/2016,,,6201,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,2434716,,1,,,,4.7,5.6,,0.01,4915274458,02/10/2016,,,1,8163R00009851,,,,907656132,4502A00005056,ZF2,02/10/2016,,,1,4.7,5.6,,,0.01
2395429,60,112352911,NOISETTE PANCETA Y CEBOLLA 18X500G,,,1,CS,9,9.6,,4370.51,ARS,0.01,6201,02/08/2016,,83090317,60,02/08/2016,,,6201,C,,,,,112352911,NOISETTE PANCETA Y CEBOLLA 18X500G,,,1,2434716,,1,,,,9,9.6,,0.01,4915274458,02/10/2016,,,1,8163R00009851,,,,907656132,4502A00005056,ZF2,02/10/2016,,,1,9,9.6,,,0.01
2395429,70,112353011,NOISETTE FINAS HIERBAS 18X500G,,,1,CS,9,9.6,,4370.51,ARS,0.01,6201,02/08/2016,,83090317,70,02/08/2016,,,6201,C,,,,,112353011,NOISETTE FINAS HIERBAS 18X500G,,,1,2434716,,1,,,,9,9.6,,0.01,4915274458,02/10/2016,,,1,8163R00009851,,,,907656132,4502A00005056,ZF2,02/10/2016,,,1,9,9.6,,,0.01
2395429,80,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,CS,12,12.68,,4370.51,ARS,0.02,6201,02/08/2016,,83090317,80,02/08/2016,,,6201,C,,,,,111564231,HOME FRIES - ESTILO CASERO 12 X 1 KG,,,1,2434716,,1,,,,12,12.68,,0.02,4915274458,02/10/2016,,,1,8163R00009851,,,,907656132,4502A00005056,ZF2,02/10/2016,,,1,12,12.68,,,0.02
